id_paiement,id_utilisateur,mois,type_paiement,montant_paiement,statut_paiement,jours_retard
P003213,U0143,2025-07,Fournisseur,36000,En retard,16
P003214,U0143,2025-08,Transport,34000,En retard,3
P003215,U0143,2025-08,Fournisseur,60500,À temps,0
P003216,U0143,2025-09,Transport,43500,À temps,0
P003217,U0143,2025-10,Remboursement matériel,6500,À temps,0
P003218,U0143,2025-10,Abonnement internet,53500,En retard,3
P003219,U0143,2025-11,Abonnement internet,65000,À temps,0
P003220,U0143,2025-11,Facture électricité,19500,En retard,5
P003221,U0143,2025-12,Remboursement matériel,14000,À temps,0
P003222,U0143,2025-12,Facture électricité,33500,En retard,16
P003223,U0143,2025-12,Loyer,33000,À temps,0
P003224,U0143,2026-01,Fournisseur,38000,À temps,0
P003225,U0143,2026-01,Fournisseur,63000,En retard,9
P003226,U0143,2026-02,Remboursement matériel,53000,À temps,0
P003227,U0143,2026-03,Fournisseur,34000,À temps,0
P003228,U0143,2026-04,Remboursement matériel,12500,En retard,14
P003229,U0143,2026-05,Abonnement internet,7000,En retard,9
P003230,U0143,2026-06,Loyer,43000,À temps,0
P003231,U0143,2026-06,Loyer,23000,À temps,0
P003232,U0143,2026-06,Facture électricité,25500,À temps,0
P003233,U0144,2025-07,Fournisseur,42000,En retard,9
P003234,U0144,2025-08,Loyer,52500,À temps,0
P003235,U0144,2025-09,Facture électricité,54500,À temps,0
P003236,U0144,2025-09,Abonnement internet,16000,Impayé,23
P003237,U0144,2025-09,Transport,5500,À temps,0
P003238,U0144,2025-10,Loyer,48500,En retard,7
P003239,U0144,2025-10,Fournisseur,13000,Impayé,35
P003240,U0144,2025-11,Transport,37000,À temps,0
P003241,U0144,2025-11,Transport,46500,Impayé,40
P003242,U0144,2025-11,Remboursement matériel,36000,Impayé,57
P003243,U0144,2025-12,Transport,10500,Impayé,52
P003244,U0144,2025-12,Facture électricité,52000,Impayé,29
P003245,U0144,2026-01,Abonnement internet,50000,En retard,9
P003246,U0144,2026-01,Remboursement matériel,40500,À temps,0
P003247,U0144,2026-02,Fournisseur,19500,Impayé,34
P003248,U0144,2026-03,Facture électricité,57500,À temps,0
P003249,U0144,2026-03,Remboursement matériel,46500,Impayé,55
P003250,U0144,2026-04,Fournisseur,54000,En retard,16
P003251,U0144,2026-05,Facture électricité,10500,Impayé,28
P003252,U0144,2026-05,Fournisseur,39500,À temps,0
P003253,U0144,2026-06,Abonnement internet,56000,À temps,0
P003254,U0144,2026-06,Loyer,20500,En retard,14
P003255,U0144,2026-06,Fournisseur,9500,Impayé,55
P003256,U0145,2025-07,Facture électricité,62500,Impayé,21
P003257,U0145,2025-07,Abonnement internet,19000,En retard,18
P003258,U0145,2025-08,Remboursement matériel,7000,Impayé,21
P003259,U0145,2025-08,Transport,45500,Impayé,29
P003260,U0145,2025-09,Remboursement matériel,8000,Impayé,58
P003261,U0145,2025-10,Fournisseur,33500,En retard,16
P003262,U0145,2025-10,Transport,31500,Impayé,47
P003263,U0145,2025-11,Loyer,14000,Impayé,44
P003264,U0145,2025-11,Abonnement internet,53500,Impayé,30
P003265,U0145,2025-12,Abonnement internet,7500,En retard,10
P003266,U0145,2025-12,Abonnement internet,58500,Impayé,36
P003267,U0145,2026-01,Transport,30000,À temps,0
P003268,U0145,2026-01,Facture électricité,37000,À temps,0
P003269,U0145,2026-02,Transport,18500,Impayé,34
P003270,U0145,2026-03,Fournisseur,63000,À temps,0
P003271,U0145,2026-03,Fournisseur,6500,À temps,0
P003272,U0145,2026-04,Abonnement internet,44000,En retard,3
P003273,U0145,2026-04,Loyer,41000,Impayé,50
P003274,U0145,2026-04,Remboursement matériel,51000,À temps,0
P003275,U0145,2026-05,Transport,53500,En retard,4
P003276,U0145,2026-05,Loyer,37000,À temps,0
P003277,U0145,2026-05,Abonnement internet,16500,Impayé,22
P003278,U0145,2026-06,Facture électricité,33500,À temps,0
P003279,U0145,2026-06,Transport,30000,À temps,0
P003280,U0146,2025-07,Loyer,36500,À temps,0
P003281,U0146,2025-07,Loyer,56500,À temps,0
P003282,U0146,2025-08,Facture électricité,34000,À temps,0
P003283,U0146,2025-08,Loyer,64000,À temps,0
P003284,U0146,2025-09,Abonnement internet,6000,À temps,0
P003285,U0146,2025-09,Facture électricité,51500,En retard,4
P003286,U0146,2025-10,Abonnement internet,23000,À temps,0
P003287,U0146,2025-10,Abonnement internet,56500,À temps,0
P003288,U0146,2025-11,Facture électricité,49500,À temps,0
P003289,U0146,2025-12,Transport,24000,À temps,0
P003290,U0146,2025-12,Remboursement matériel,43500,À temps,0
P003291,U0146,2025-12,Abonnement internet,63000,À temps,0
P003292,U0146,2026-01,Abonnement internet,50000,À temps,0
P003293,U0146,2026-01,Facture électricité,58500,À temps,0
P003294,U0146,2026-02,Facture électricité,43000,Impayé,45
P003295,U0146,2026-02,Transport,46500,En retard,7
P003296,U0146,2026-03,Fournisseur,53000,À temps,0
P003297,U0146,2026-04,Fournisseur,18500,À temps,0
P003298,U0146,2026-04,Transport,39000,En retard,10
P003299,U0146,2026-05,Fournisseur,35500,En retard,3
P003300,U0146,2026-05,Remboursement matériel,37000,À temps,0
P003301,U0146,2026-06,Fournisseur,39000,À temps,0
P003302,U0146,2026-06,Abonnement internet,56000,À temps,0
P003303,U0147,2025-07,Abonnement internet,35500,À temps,0
P003304,U0147,2025-08,Remboursement matériel,26000,À temps,0
P003305,U0147,2025-08,Remboursement matériel,63500,À temps,0
P003306,U0147,2025-09,Abonnement internet,39500,En retard,15
P003307,U0147,2025-09,Facture électricité,19500,À temps,0
P003308,U0147,2025-09,Facture électricité,5000,À temps,0
P003309,U0147,2025-10,Fournisseur,36000,À temps,0
P003310,U0147,2025-10,Fournisseur,65000,En retard,9
P003311,U0147,2025-11,Facture électricité,5500,À temps,0
P003312,U0147,2025-11,Remboursement matériel,20500,À temps,0
P003313,U0147,2025-12,Transport,40500,En retard,2
P003314,U0147,2025-12,Transport,56500,À temps,0
P003315,U0147,2026-01,Remboursement matériel,28000,En retard,4
P003316,U0147,2026-01,Facture électricité,63500,À temps,0
P003317,U0147,2026-01,Loyer,32000,En retard,16
P003318,U0147,2026-02,Facture électricité,48500,En retard,12
P003319,U0147,2026-03,Fournisseur,34000,À temps,0
P003320,U0147,2026-04,Abonnement internet,46000,À temps,0
P003321,U0147,2026-04,Facture électricité,42000,À temps,0
P003322,U0147,2026-04,Fournisseur,18500,À temps,0
P003323,U0147,2026-05,Loyer,29000,À temps,0
P003324,U0147,2026-06,Remboursement matériel,10500,En retard,9
P003325,U0147,2026-06,Loyer,7500,À temps,0
P003326,U0147,2026-06,Remboursement matériel,60000,À temps,0
P003327,U0148,2025-07,Fournisseur,11500,À temps,0
P003328,U0148,2025-08,Remboursement matériel,43500,En retard,15
P003329,U0148,2025-09,Facture électricité,57000,À temps,0
P003330,U0148,2025-09,Loyer,59500,À temps,0
P003331,U0148,2025-10,Transport,29500,À temps,0
P003332,U0148,2025-11,Remboursement matériel,36500,À temps,0
P003333,U0148,2025-11,Transport,50500,À temps,0
P003334,U0148,2025-11,Transport,61500,En retard,6
P003335,U0148,2025-12,Transport,42000,À temps,0
P003336,U0148,2025-12,Remboursement matériel,63000,À temps,0
P003337,U0148,2025-12,Fournisseur,19000,À temps,0
P003338,U0148,2026-01,Transport,64500,À temps,0
P003339,U0148,2026-01,Fournisseur,42000,À temps,0
P003340,U0148,2026-02,Remboursement matériel,64500,À temps,0
P003341,U0148,2026-02,Transport,15000,À temps,0
P003342,U0148,2026-03,Transport,13500,À temps,0
P003343,U0148,2026-03,Facture électricité,46500,À temps,0
P003344,U0148,2026-04,Loyer,61000,À temps,0
P003345,U0148,2026-05,Transport,41500,À temps,0
P003346,U0148,2026-05,Abonnement internet,31500,À temps,0
P003347,U0148,2026-05,Transport,59000,En retard,4
P003348,U0148,2026-06,Transport,9000,À temps,0
P003349,U0148,2026-06,Fournisseur,8500,À temps,0
P003350,U0149,2025-07,Abonnement internet,56500,À temps,0
P003351,U0149,2025-08,Abonnement internet,15000,À temps,0
P003352,U0149,2025-08,Abonnement internet,51000,En retard,18
P003353,U0149,2025-09,Fournisseur,12000,À temps,0
P003354,U0149,2025-09,Loyer,18500,À temps,0
P003355,U0149,2025-09,Abonnement internet,41500,À temps,0
P003356,U0149,2025-10,Transport,55500,À temps,0
P003357,U0149,2025-10,Fournisseur,34500,À temps,0
P003358,U0149,2025-11,Transport,23500,À temps,0
P003359,U0149,2025-12,Facture électricité,60500,En retard,10
P003360,U0149,2026-01,Facture électricité,8500,À temps,0
P003361,U0149,2026-02,Loyer,59500,Impayé,42
P003362,U0149,2026-03,Loyer,46500,En retard,15
P003363,U0149,2026-04,Abonnement internet,29000,À temps,0
P003364,U0149,2026-05,Remboursement matériel,54500,À temps,0
P003365,U0149,2026-05,Facture électricité,9000,À temps,0
P003366,U0149,2026-06,Remboursement matériel,24000,À temps,0
P003367,U0149,2026-06,Loyer,55000,À temps,0
P003368,U0150,2025-07,Transport,63500,À temps,0
P003369,U0150,2025-08,Facture électricité,64000,À temps,0
P003370,U0150,2025-08,Abonnement internet,39500,À temps,0
P003371,U0150,2025-09,Facture électricité,32000,À temps,0
P003372,U0150,2025-09,Transport,45500,En retard,17
P003373,U0150,2025-10,Loyer,55500,À temps,0
P003374,U0150,2025-11,Facture électricité,49500,À temps,0
P003375,U0150,2025-11,Remboursement matériel,63500,En retard,8
P003376,U0150,2025-12,Remboursement matériel,57000,À temps,0
P003377,U0150,2025-12,Transport,24000,À temps,0
P003378,U0150,2026-01,Facture électricité,60000,En retard,18
P003379,U0150,2026-02,Facture électricité,36000,À temps,0
P003380,U0150,2026-03,Loyer,47000,À temps,0
P003381,U0150,2026-03,Abonnement internet,64500,À temps,0
P003382,U0150,2026-04,Facture électricité,15500,À temps,0
P003383,U0150,2026-04,Remboursement matériel,9500,À temps,0
P003384,U0150,2026-04,Remboursement matériel,41000,Impayé,30
P003385,U0150,2026-05,Facture électricité,54000,Impayé,38
P003386,U0150,2026-05,Abonnement internet,27000,Impayé,31
P003387,U0150,2026-05,Facture électricité,6500,En retard,10
P003388,U0150,2026-06,Abonnement internet,18500,Impayé,29
P003389,U0150,2026-06,Abonnement internet,50500,Impayé,51
P003390,U0151,2025-07,Fournisseur,36000,À temps,0
P003391,U0151,2025-07,Facture électricité,55000,À temps,0
P003392,U0151,2025-07,Facture électricité,62500,À temps,0
P003393,U0151,2025-08,Abonnement internet,18000,À temps,0
P003394,U0151,2025-08,Loyer,33000,À temps,0
P003395,U0151,2025-09,Loyer,27500,À temps,0
P003396,U0151,2025-09,Fournisseur,45500,En retard,14
P003397,U0151,2025-10,Abonnement internet,50500,À temps,0
P003398,U0151,2025-11,Abonnement internet,27000,À temps,0
P003399,U0151,2025-11,Remboursement matériel,27000,En retard,15
P003400,U0151,2025-12,Abonnement internet,8500,À temps,0
P003401,U0151,2025-12,Fournisseur,22000,À temps,0
P003402,U0151,2025-12,Abonnement internet,41000,En retard,16
P003403,U0151,2026-01,Loyer,45500,À temps,0
P003404,U0151,2026-02,Remboursement matériel,6500,À temps,0
P003405,U0151,2026-02,Remboursement matériel,43000,En retard,16
P003406,U0151,2026-03,Abonnement internet,29000,À temps,0
P003407,U0151,2026-03,Abonnement internet,9500,En retard,2
P003408,U0151,2026-03,Loyer,14500,À temps,0
P003409,U0151,2026-04,Transport,30500,À temps,0
P003410,U0151,2026-04,Fournisseur,48500,À temps,0
P003411,U0151,2026-05,Abonnement internet,61000,À temps,0
P003412,U0151,2026-05,Abonnement internet,60500,À temps,0
P003413,U0151,2026-06,Fournisseur,59500,À temps,0
P003414,U0151,2026-06,Fournisseur,12000,À temps,0
P003415,U0152,2025-07,Transport,46000,À temps,0
P003416,U0152,2025-08,Loyer,9500,Impayé,34
P003417,U0152,2025-08,Loyer,30000,En retard,10
P003418,U0152,2025-09,Abonnement internet,35000,À temps,0
P003419,U0152,2025-09,Remboursement matériel,25500,En retard,15
P003420,U0152,2025-10,Loyer,61000,À temps,0
P003421,U0152,2025-10,Loyer,14000,À temps,0
P003422,U0152,2025-11,Loyer,57000,À temps,0
P003423,U0152,2025-12,Abonnement internet,21500,À temps,0
P003424,U0152,2025-12,Remboursement matériel,42500,À temps,0
P003425,U0152,2025-12,Facture électricité,17000,Impayé,28
P003426,U0152,2026-01,Transport,14000,À temps,0
P003427,U0152,2026-01,Fournisseur,45000,En retard,3
P003428,U0152,2026-01,Transport,17000,Impayé,47
P003429,U0152,2026-02,Transport,40000,À temps,0
P003430,U0152,2026-03,Fournisseur,44000,À temps,0
P003431,U0152,2026-03,Fournisseur,47500,À temps,0
P003432,U0152,2026-04,Loyer,39500,À temps,0
P003433,U0152,2026-05,Facture électricité,50500,À temps,0
P003434,U0152,2026-06,Transport,47500,À temps,0
P003435,U0153,2025-07,Remboursement matériel,12000,À temps,0
P003436,U0153,2025-08,Transport,24000,Impayé,22
P003437,U0153,2025-08,Loyer,6000,Impayé,45
P003438,U0153,2025-08,Abonnement internet,37000,En retard,14
P003439,U0153,2025-09,Loyer,45500,Impayé,49
P003440,U0153,2025-09,Transport,41500,À temps,0
P003441,U0153,2025-09,Loyer,31500,À temps,0
P003442,U0153,2025-10,Transport,35500,En retard,7
P003443,U0153,2025-11,Abonnement internet,10500,À temps,0
P003444,U0153,2025-11,Facture électricité,16500,À temps,0
P003445,U0153,2025-11,Facture électricité,10000,En retard,2
P003446,U0153,2025-12,Transport,23500,En retard,17
P003447,U0153,2025-12,Loyer,38000,Impayé,20
P003448,U0153,2026-01,Loyer,39000,À temps,0
P003449,U0153,2026-01,Loyer,18500,À temps,0
P003450,U0153,2026-02,Fournisseur,35000,À temps,0
P003451,U0153,2026-02,Abonnement internet,11500,Impayé,27
P003452,U0153,2026-03,Facture électricité,58000,En retard,10
P003453,U0153,2026-03,Remboursement matériel,23500,À temps,0
P003454,U0153,2026-04,Loyer,48500,En retard,8
P003455,U0153,2026-05,Fournisseur,30000,Impayé,49
P003456,U0153,2026-05,Transport,18500,À temps,0
P003457,U0153,2026-06,Fournisseur,10500,Impayé,50
P003458,U0154,2025-07,Loyer,41000,À temps,0
P003459,U0154,2025-07,Transport,34500,À temps,0
P003460,U0154,2025-08,Loyer,43000,À temps,0
P003461,U0154,2025-09,Facture électricité,43000,À temps,0
P003462,U0154,2025-09,Loyer,12000,À temps,0
P003463,U0154,2025-10,Remboursement matériel,27500,À temps,0
P003464,U0154,2025-10,Loyer,12500,À temps,0
P003465,U0154,2025-11,Remboursement matériel,51500,À temps,0
P003466,U0154,2025-11,Remboursement matériel,18500,En retard,11
P003467,U0154,2025-12,Facture électricité,46000,En retard,17
P003468,U0154,2025-12,Loyer,31000,À temps,0
P003469,U0154,2026-01,Transport,12000,En retard,2
P003470,U0154,2026-02,Loyer,33000,En retard,13
P003471,U0154,2026-02,Loyer,39000,À temps,0
P003472,U0154,2026-02,Fournisseur,5500,À temps,0
P003473,U0154,2026-03,Loyer,15500,En retard,9
P003474,U0154,2026-03,Fournisseur,58000,Impayé,39
P003475,U0154,2026-04,Facture électricité,49500,En retard,4
P003476,U0154,2026-04,Remboursement matériel,56000,À temps,0
P003477,U0154,2026-05,Fournisseur,63000,En retard,4
P003478,U0154,2026-05,Loyer,15000,À temps,0
P003479,U0154,2026-06,Fournisseur,55000,En retard,11
P003480,U0155,2025-07,Loyer,32500,À temps,0
P003481,U0155,2025-08,Facture électricité,26500,En retard,9
P003482,U0155,2025-08,Abonnement internet,14000,En retard,9
P003483,U0155,2025-09,Remboursement matériel,10500,En retard,7
P003484,U0155,2025-09,Transport,57000,À temps,0
P003485,U0155,2025-09,Loyer,54500,En retard,15
P003486,U0155,2025-10,Abonnement internet,17500,À temps,0
P003487,U0155,2025-10,Transport,41500,À temps,0
P003488,U0155,2025-10,Abonnement internet,14000,À temps,0
P003489,U0155,2025-11,Fournisseur,9500,À temps,0
P003490,U0155,2025-11,Remboursement matériel,10500,En retard,3
P003491,U0155,2025-11,Fournisseur,17000,À temps,0
P003492,U0155,2025-12,Loyer,54000,À temps,0
P003493,U0155,2025-12,Transport,12000,En retard,5
P003494,U0155,2025-12,Fournisseur,31500,En retard,17
P003495,U0155,2026-01,Transport,16500,À temps,0
P003496,U0155,2026-01,Fournisseur,48000,À temps,0
P003497,U0155,2026-01,Transport,34500,À temps,0
P003498,U0155,2026-02,Transport,27000,À temps,0
P003499,U0155,2026-03,Facture électricité,31000,À temps,0
P003500,U0155,2026-04,Loyer,43000,À temps,0
P003501,U0155,2026-05,Remboursement matériel,60500,À temps,0
P003502,U0155,2026-05,Transport,5500,En retard,5
P003503,U0155,2026-06,Abonnement internet,55000,À temps,0
P003504,U0156,2025-07,Facture électricité,44000,À temps,0
P003505,U0156,2025-08,Loyer,58500,À temps,0
P003506,U0156,2025-08,Fournisseur,5500,À temps,0
P003507,U0156,2025-08,Remboursement matériel,34000,En retard,18
P003508,U0156,2025-09,Remboursement matériel,10500,À temps,0
P003509,U0156,2025-09,Fournisseur,11000,Impayé,40
P003510,U0156,2025-09,Abonnement internet,64000,À temps,0
P003511,U0156,2025-10,Facture électricité,42000,À temps,0
P003512,U0156,2025-10,Loyer,40500,En retard,15
P003513,U0156,2025-11,Remboursement matériel,25000,À temps,0
P003514,U0156,2025-11,Fournisseur,10500,À temps,0
P003515,U0156,2025-11,Fournisseur,20500,À temps,0
P003516,U0156,2025-12,Fournisseur,15500,À temps,0
P003517,U0156,2026-01,Remboursement matériel,13000,Impayé,24
P003518,U0156,2026-02,Fournisseur,34500,À temps,0
P003519,U0156,2026-02,Fournisseur,50000,En retard,3
P003520,U0156,2026-02,Facture électricité,23500,Impayé,53
P003521,U0156,2026-03,Loyer,47000,À temps,0
P003522,U0156,2026-03,Remboursement matériel,6000,À temps,0
P003523,U0156,2026-04,Fournisseur,34500,Impayé,57
P003524,U0156,2026-05,Transport,65000,À temps,0
P003525,U0156,2026-05,Transport,6000,À temps,0
P003526,U0156,2026-06,Abonnement internet,49500,En retard,18
P003527,U0156,2026-06,Abonnement internet,19500,À temps,0
P003528,U0157,2025-07,Facture électricité,5000,En retard,9
P003529,U0157,2025-07,Fournisseur,46500,En retard,10
P003530,U0157,2025-08,Fournisseur,36500,À temps,0
P003531,U0157,2025-09,Remboursement matériel,29000,En retard,11
P003532,U0157,2025-10,Loyer,48000,À temps,0
P003533,U0157,2025-10,Abonnement internet,14500,À temps,0
P003534,U0157,2025-11,Loyer,22500,En retard,15
P003535,U0157,2025-11,Loyer,33000,À temps,0
P003536,U0157,2025-11,Remboursement matériel,13000,À temps,0
P003537,U0157,2025-12,Abonnement internet,38500,À temps,0
P003538,U0157,2025-12,Loyer,56000,À temps,0
P003539,U0157,2026-01,Facture électricité,39500,En retard,2
P003540,U0157,2026-01,Remboursement matériel,18000,À temps,0
P003541,U0157,2026-02,Transport,13500,À temps,0
P003542,U0157,2026-02,Facture électricité,23500,À temps,0
P003543,U0157,2026-03,Loyer,34000,À temps,0
P003544,U0157,2026-04,Fournisseur,6500,À temps,0
P003545,U0157,2026-04,Remboursement matériel,60500,À temps,0
P003546,U0157,2026-05,Facture électricité,20000,À temps,0
P003547,U0157,2026-06,Transport,47500,À temps,0
P003548,U0157,2026-06,Facture électricité,30000,À temps,0
P003549,U0158,2025-07,Remboursement matériel,19000,À temps,0
P003550,U0158,2025-08,Abonnement internet,62500,À temps,0
P003551,U0158,2025-08,Fournisseur,60000,À temps,0
P003552,U0158,2025-09,Transport,26000,À temps,0
P003553,U0158,2025-10,Fournisseur,34000,À temps,0
P003554,U0158,2025-10,Remboursement matériel,45500,À temps,0
P003555,U0158,2025-11,Fournisseur,46000,À temps,0
P003556,U0158,2025-11,Fournisseur,19000,À temps,0
P003557,U0158,2025-11,Loyer,5000,Impayé,45
P003558,U0158,2025-12,Loyer,31500,À temps,0
P003559,U0158,2025-12,Transport,6000,À temps,0
P003560,U0158,2026-01,Abonnement internet,5500,À temps,0
P003561,U0158,2026-01,Fournisseur,10000,En retard,11
P003562,U0158,2026-02,Abonnement internet,56500,À temps,0
P003563,U0158,2026-02,Abonnement internet,31000,À temps,0
P003564,U0158,2026-02,Facture électricité,53000,À temps,0
P003565,U0158,2026-03,Transport,17000,À temps,0
P003566,U0158,2026-04,Abonnement internet,20500,En retard,10
P003567,U0158,2026-04,Abonnement internet,63500,En retard,17
P003568,U0158,2026-05,Transport,19500,En retard,18
P003569,U0158,2026-05,Loyer,12000,Impayé,47
P003570,U0158,2026-06,Facture électricité,50000,À temps,0
P003571,U0158,2026-06,Transport,35000,À temps,0
P003572,U0159,2025-07,Fournisseur,41500,À temps,0
P003573,U0159,2025-07,Abonnement internet,64000,À temps,0
P003574,U0159,2025-08,Loyer,30500,À temps,0
P003575,U0159,2025-09,Fournisseur,60500,À temps,0
P003576,U0159,2025-09,Facture électricité,42500,À temps,0
P003577,U0159,2025-10,Loyer,50000,À temps,0
P003578,U0159,2025-11,Remboursement matériel,17000,À temps,0
P003579,U0159,2025-12,Abonnement internet,27500,À temps,0
P003580,U0159,2025-12,Fournisseur,32000,À temps,0
P003581,U0159,2026-01,Loyer,42000,À temps,0
P003582,U0159,2026-01,Fournisseur,52000,En retard,5
P003583,U0159,2026-02,Loyer,60000,En retard,9
P003584,U0159,2026-02,Loyer,29500,À temps,0
P003585,U0159,2026-02,Facture électricité,19000,À temps,0
P003586,U0159,2026-03,Remboursement matériel,28500,En retard,11
P003587,U0159,2026-03,Facture électricité,48500,À temps,0
P003588,U0159,2026-03,Facture électricité,21500,À temps,0
P003589,U0159,2026-04,Transport,63500,À temps,0
P003590,U0159,2026-04,Abonnement internet,13500,À temps,0
P003591,U0159,2026-04,Transport,38000,À temps,0
P003592,U0159,2026-05,Loyer,11500,À temps,0
P003593,U0159,2026-06,Transport,31500,À temps,0
P003594,U0160,2025-07,Fournisseur,9500,À temps,0
P003595,U0160,2025-07,Fournisseur,63500,À temps,0
P003596,U0160,2025-08,Facture électricité,35000,À temps,0
P003597,U0160,2025-08,Remboursement matériel,37500,À temps,0
P003598,U0160,2025-08,Transport,42000,À temps,0
P003599,U0160,2025-09,Remboursement matériel,63500,En retard,18
P003600,U0160,2025-09,Loyer,24000,En retard,4
P003601,U0160,2025-09,Loyer,14500,En retard,5
P003602,U0160,2025-10,Remboursement matériel,17000,À temps,0
P003603,U0160,2025-10,Loyer,31500,En retard,8
P003604,U0160,2025-11,Remboursement matériel,14500,À temps,0
P003605,U0160,2025-12,Fournisseur,21500,À temps,0
P003606,U0160,2026-01,Loyer,13000,À temps,0
P003607,U0160,2026-01,Fournisseur,25500,À temps,0
P003608,U0160,2026-02,Facture électricité,43000,À temps,0
P003609,U0160,2026-02,Remboursement matériel,33500,À temps,0
P003610,U0160,2026-03,Abonnement internet,56500,À temps,0
P003611,U0160,2026-03,Abonnement internet,22500,À temps,0
P003612,U0160,2026-04,Loyer,37500,En retard,15
P003613,U0160,2026-04,Remboursement matériel,20500,En retard,12
P003614,U0160,2026-05,Fournisseur,60000,À temps,0
P003615,U0160,2026-05,Fournisseur,17000,À temps,0
P003616,U0160,2026-05,Transport,20500,À temps,0
P003617,U0160,2026-06,Loyer,57500,À temps,0
P003618,U0160,2026-06,Transport,48000,À temps,0
P003619,U0161,2025-07,Transport,61500,À temps,0
P003620,U0161,2025-08,Transport,14000,À temps,0
P003621,U0161,2025-08,Transport,29000,En retard,11
P003622,U0161,2025-08,Remboursement matériel,21000,À temps,0
P003623,U0161,2025-09,Facture électricité,53500,À temps,0
P003624,U0161,2025-09,Remboursement matériel,51000,À temps,0
P003625,U0161,2025-10,Loyer,44000,À temps,0
P003626,U0161,2025-10,Transport,45000,À temps,0
P003627,U0161,2025-11,Transport,37000,En retard,10
P003628,U0161,2025-12,Transport,62500,En retard,12
P003629,U0161,2025-12,Transport,25000,À temps,0
P003630,U0161,2026-01,Loyer,22500,À temps,0
P003631,U0161,2026-01,Facture électricité,63000,À temps,0
P003632,U0161,2026-01,Facture électricité,28000,À temps,0
P003633,U0161,2026-02,Remboursement matériel,37000,À temps,0
P003634,U0161,2026-02,Loyer,44000,Impayé,46
P003635,U0161,2026-02,Transport,64500,En retard,4
P003636,U0161,2026-03,Fournisseur,13500,Impayé,25
P003637,U0161,2026-03,Fournisseur,28000,À temps,0
P003638,U0161,2026-03,Facture électricité,20000,À temps,0
P003639,U0161,2026-04,Remboursement matériel,38500,Impayé,50
P003640,U0161,2026-05,Remboursement matériel,18000,En retard,11
P003641,U0161,2026-06,Loyer,47500,À temps,0
P003642,U0161,2026-06,Facture électricité,32000,À temps,0
P003643,U0161,2026-06,Facture électricité,53500,À temps,0
P003644,U0162,2025-07,Facture électricité,10000,À temps,0
P003645,U0162,2025-07,Abonnement internet,19500,À temps,0
P003646,U0162,2025-08,Abonnement internet,43500,À temps,0
P003647,U0162,2025-08,Loyer,63500,En retard,6
P003648,U0162,2025-08,Loyer,18500,À temps,0
P003649,U0162,2025-09,Facture électricité,32500,À temps,0
P003650,U0162,2025-10,Transport,24000,À temps,0
P003651,U0162,2025-10,Transport,22500,Impayé,60
P003652,U0162,2025-10,Transport,30000,À temps,0
P003653,U0162,2025-11,Remboursement matériel,18000,À temps,0
P003654,U0162,2025-11,Transport,8000,À temps,0
P003655,U0162,2025-12,Fournisseur,31500,En retard,18
P003656,U0162,2025-12,Fournisseur,57000,À temps,0
P003657,U0162,2025-12,Fournisseur,33500,À temps,0
P003658,U0162,2026-01,Facture électricité,34000,Impayé,56
P003659,U0162,2026-01,Remboursement matériel,52000,À temps,0
P003660,U0162,2026-01,Fournisseur,52500,En retard,9
P003661,U0162,2026-02,Facture électricité,44000,En retard,13
P003662,U0162,2026-02,Transport,59000,À temps,0
P003663,U0162,2026-03,Loyer,18500,À temps,0
P003664,U0162,2026-04,Facture électricité,33500,À temps,0
P003665,U0162,2026-05,Facture électricité,46500,En retard,3
P003666,U0162,2026-05,Loyer,14500,Impayé,34
P003667,U0162,2026-06,Facture électricité,34000,En retard,4
P003668,U0162,2026-06,Facture électricité,30500,En retard,2
P003669,U0163,2025-07,Loyer,21500,À temps,0
P003670,U0163,2025-07,Abonnement internet,19500,À temps,0
P003671,U0163,2025-07,Remboursement matériel,52000,Impayé,40
P003672,U0163,2025-08,Facture électricité,57000,À temps,0
P003673,U0163,2025-08,Remboursement matériel,51000,À temps,0
P003674,U0163,2025-09,Loyer,20000,Impayé,60
P003675,U0163,2025-09,Remboursement matériel,14500,À temps,0
P003676,U0163,2025-09,Fournisseur,58500,À temps,0
P003677,U0163,2025-10,Facture électricité,32000,En retard,13
P003678,U0163,2025-10,Loyer,50500,En retard,13
P003679,U0163,2025-10,Transport,48500,À temps,0
P003680,U0163,2025-11,Fournisseur,43500,À temps,0
P003681,U0163,2025-11,Fournisseur,45500,À temps,0
P003682,U0163,2025-11,Fournisseur,32000,À temps,0
P003683,U0163,2025-12,Fournisseur,31500,À temps,0
P003684,U0163,2025-12,Remboursement matériel,28500,En retard,5
P003685,U0163,2025-12,Transport,17000,À temps,0
P003686,U0163,2026-01,Fournisseur,24500,À temps,0
P003687,U0163,2026-02,Fournisseur,36000,En retard,2
P003688,U0163,2026-03,Fournisseur,18000,À temps,0
P003689,U0163,2026-03,Abonnement internet,63000,À temps,0
P003690,U0163,2026-04,Remboursement matériel,18000,En retard,2
P003691,U0163,2026-05,Facture électricité,56500,En retard,12
P003692,U0163,2026-05,Abonnement internet,25000,À temps,0
P003693,U0163,2026-06,Transport,31000,En retard,12
P003694,U0164,2025-07,Fournisseur,16500,À temps,0
P003695,U0164,2025-07,Fournisseur,58500,À temps,0
P003696,U0164,2025-08,Transport,35000,À temps,0
P003697,U0164,2025-08,Remboursement matériel,28000,Impayé,33
P003698,U0164,2025-09,Facture électricité,51500,À temps,0
