id_revenu,id_utilisateur,mois,source_revenu,montant_revenu,canal_reception,revenu_recurrent
R001547,U0128,2025-12,Maintenance,252526,Mobile money,Oui
R001548,U0128,2026-01,Maintenance,135066,Mobile money,Non
R001549,U0128,2026-03,Service client,88000,Cash,Oui
R001550,U0128,2026-04,Service client,74000,Mobile money,Non
R001551,U0128,2026-04,Service client,266179,Mobile money,Oui
R001552,U0128,2026-04,Service client,127807,Mobile money,Oui
R001553,U0128,2026-05,Prestation,36912,Cash,Oui
R001554,U0128,2026-06,Service client,106129,Mobile money,Non
R001555,U0129,2025-07,Commande WhatsApp,79437,Virement,Oui
R001556,U0129,2025-08,Marketplace,152655,Mobile money,Non
R001557,U0129,2025-10,Commande WhatsApp,152908,Mobile money,Oui
R001558,U0129,2025-10,Vente en ligne,195292,Mobile money,Oui
R001559,U0129,2025-11,Marketplace,78906,Mobile money,Oui
R001560,U0129,2025-12,Marketplace,162000,Virement,Oui
R001561,U0129,2026-04,Marketplace,41000,Mobile money,Oui
R001562,U0129,2026-05,Commande WhatsApp,96625,Virement,Oui
R001563,U0129,2026-06,Marketplace,119247,Mobile money,Oui
R001564,U0130,2025-08,Mission freelance,138043,Virement,Oui
R001565,U0130,2025-08,Contrat ponctuel,185000,Mobile money,Non
R001566,U0130,2025-09,Mission freelance,245874,Cash,Oui
R001567,U0130,2025-11,Prestation digitale,165558,Virement,Non
R001568,U0130,2025-11,Prestation digitale,129000,Virement,Non
R001569,U0130,2025-12,Mission freelance,85087,Mobile money,Oui
R001570,U0130,2026-02,Mission freelance,57797,Mobile money,Non
R001571,U0130,2026-02,Contrat ponctuel,215350,Mobile money,Non
R001572,U0130,2026-04,Prestation digitale,230000,Mobile money,Non
R001573,U0130,2026-06,Contrat ponctuel,74014,Virement,Non
R001574,U0130,2026-06,Mission freelance,213000,Virement,Non
R001575,U0130,2026-06,Contrat ponctuel,93077,Mobile money,Oui
R001576,U0131,2025-11,Petit commerce,136000,Mobile money,Oui
R001577,U0131,2026-05,Salaire partiel,68000,Cash,Non
R001578,U0131,2026-05,Petit commerce,175000,Mobile money,Non
R001579,U0131,2026-06,Mission ponctuelle,170000,Cash,Oui
R001580,U0131,2026-06,Salaire partiel,117048,Mobile money,Non
R001581,U0132,2025-08,Commande client,242000,Mobile money,Non
R001582,U0132,2025-08,Commande client,251000,Mobile money,Oui
R001583,U0132,2025-09,Service local,100000,Mobile money,Oui
R001584,U0132,2025-09,Commande client,71884,Cash,Oui
R001585,U0132,2025-11,Service local,169000,Virement,Oui
R001586,U0132,2025-11,Commande client,106960,Mobile money,Non
R001587,U0132,2026-01,Service local,249000,Cash,Non
R001588,U0132,2026-01,Commande client,297690,Mobile money,Oui
R001589,U0132,2026-02,Commande client,239290,Mobile money,Oui
R001590,U0132,2026-02,Vente boutique,166026,Cash,Oui
R001591,U0132,2026-03,Vente boutique,117702,Cash,Oui
R001592,U0132,2026-04,Vente boutique,243202,Mobile money,Oui
R001593,U0132,2026-05,Vente boutique,397142,Mobile money,Oui
R001594,U0132,2026-06,Vente boutique,229014,Mobile money,Oui
R001595,U0132,2026-06,Commande client,95000,Mobile money,Non
R001596,U0133,2025-07,Course directe,37583,Mobile money,Oui
R001597,U0133,2025-09,Livraisons,48934,Mobile money,Non
R001598,U0133,2025-10,Course directe,145000,Cash,Oui
R001599,U0133,2025-11,Course directe,122000,Mobile money,Non
R001600,U0133,2025-12,Bonus plateforme,125248,Mobile money,Non
R001601,U0133,2026-02,Course directe,40027,Virement,Oui
R001602,U0133,2026-03,Bonus plateforme,173389,Mobile money,Non
R001603,U0133,2026-04,Course directe,65617,Virement,Oui
R001604,U0133,2026-05,Livraisons,36536,Mobile money,Non
R001605,U0133,2026-06,Bonus plateforme,120000,Mobile money,Non
R001606,U0133,2026-06,Livraisons,169157,Virement,Non
R001607,U0134,2025-07,Vente en ligne,87431,Mobile money,Non
R001608,U0134,2025-07,Vente en ligne,42000,Mobile money,Non
R001609,U0134,2025-08,Marketplace,54264,Mobile money,Oui
R001610,U0134,2025-09,Commande WhatsApp,96353,Virement,Non
R001611,U0134,2025-10,Marketplace,130608,Mobile money,Non
R001612,U0134,2025-11,Commande WhatsApp,232256,Mobile money,Non
R001613,U0134,2025-11,Vente en ligne,51904,Cash,Non
R001614,U0134,2025-11,Marketplace,77618,Mobile money,Oui
R001615,U0134,2025-12,Marketplace,80000,Cash,Oui
R001616,U0134,2026-01,Vente en ligne,208631,Mobile money,Non
R001617,U0134,2026-01,Commande WhatsApp,175000,Virement,Non
R001618,U0134,2026-02,Vente en ligne,32304,Cash,Oui
R001619,U0134,2026-03,Commande WhatsApp,105444,Mobile money,Non
R001620,U0134,2026-04,Vente en ligne,148155,Cash,Non
R001621,U0134,2026-04,Commande WhatsApp,102104,Virement,Oui
R001622,U0134,2026-06,Vente en ligne,51174,Mobile money,Non
R001623,U0135,2025-07,Maintenance,80313,Cash,Oui
R001624,U0135,2025-07,Maintenance,177707,Mobile money,Non
R001625,U0135,2025-08,Maintenance,109000,Mobile money,Oui
R001626,U0135,2025-08,Maintenance,64000,Mobile money,Oui
R001627,U0135,2025-09,Maintenance,162000,Mobile money,Non
R001628,U0135,2025-09,Maintenance,214846,Mobile money,Non
R001629,U0135,2025-11,Prestation,65000,Mobile money,Oui
R001630,U0135,2025-12,Prestation,232073,Cash,Oui
R001631,U0135,2025-12,Prestation,186847,Mobile money,Oui
R001632,U0135,2025-12,Prestation,76000,Mobile money,Oui
R001633,U0135,2026-01,Prestation,62000,Mobile money,Non
R001634,U0135,2026-01,Prestation,105246,Cash,Non
R001635,U0135,2026-02,Prestation,114724,Virement,Oui
R001636,U0135,2026-02,Prestation,137392,Mobile money,Oui
R001637,U0135,2026-03,Prestation,214189,Virement,Oui
R001638,U0135,2026-03,Maintenance,62000,Mobile money,Oui
R001639,U0135,2026-06,Prestation,78000,Cash,Oui
R001640,U0136,2025-07,Marketplace,184215,Cash,Oui
R001641,U0136,2025-07,Commande WhatsApp,109774,Mobile money,Non
R001642,U0136,2025-08,Commande WhatsApp,199109,Mobile money,Oui
R001643,U0136,2025-08,Commande WhatsApp,135245,Virement,Non
R001644,U0136,2025-09,Commande WhatsApp,150128,Cash,Non
R001645,U0136,2025-10,Commande WhatsApp,49236,Mobile money,Oui
R001646,U0136,2025-10,Marketplace,75553,Cash,Non
R001647,U0136,2025-10,Marketplace,32075,Cash,Non
R001648,U0136,2025-12,Vente en ligne,50000,Mobile money,Oui
R001649,U0136,2025-12,Vente en ligne,231415,Mobile money,Oui
R001650,U0136,2026-02,Marketplace,148682,Cash,Non
R001651,U0136,2026-02,Commande WhatsApp,92659,Mobile money,Non
R001652,U0136,2026-03,Vente en ligne,170000,Mobile money,Non
R001653,U0136,2026-04,Marketplace,103536,Mobile money,Oui
R001654,U0136,2026-04,Vente en ligne,68000,Mobile money,Oui
R001655,U0136,2026-05,Marketplace,115250,Cash,Oui
R001656,U0137,2025-07,Bonus plateforme,56000,Mobile money,Non
R001657,U0137,2025-08,Course directe,102922,Mobile money,Non
R001658,U0137,2025-08,Bonus plateforme,140000,Cash,Non
R001659,U0137,2025-09,Bonus plateforme,151148,Cash,Oui
R001660,U0137,2025-09,Bonus plateforme,40165,Mobile money,Non
R001661,U0137,2025-11,Course directe,134514,Mobile money,Oui
R001662,U0137,2025-12,Bonus plateforme,61177,Mobile money,Oui
R001663,U0137,2026-01,Course directe,69560,Cash,Oui
R001664,U0137,2026-01,Livraisons,70882,Cash,Non
R001665,U0137,2026-01,Bonus plateforme,116698,Mobile money,Oui
R001666,U0137,2026-04,Course directe,29888,Mobile money,Non
R001667,U0137,2026-04,Course directe,108763,Cash,Oui
R001668,U0137,2026-05,Bonus plateforme,40292,Cash,Oui
R001669,U0137,2026-05,Course directe,89831,Virement,Non
R001670,U0137,2026-06,Course directe,131000,Mobile money,Oui
R001671,U0137,2026-06,Livraisons,94000,Cash,Non
R001672,U0138,2025-07,Livraisons,163075,Mobile money,Oui
R001673,U0138,2025-08,Bonus plateforme,130000,Cash,Non
R001674,U0138,2025-09,Bonus plateforme,36128,Mobile money,Non
R001675,U0138,2025-09,Livraisons,118655,Mobile money,Non
R001676,U0138,2025-12,Livraisons,102239,Virement,Non
R001677,U0138,2025-12,Course directe,125073,Cash,Oui
R001678,U0138,2026-01,Course directe,82000,Mobile money,Non
R001679,U0138,2026-03,Course directe,54114,Virement,Oui
R001680,U0138,2026-03,Bonus plateforme,46322,Cash,Oui
R001681,U0138,2026-03,Bonus plateforme,139000,Mobile money,Non
R001682,U0138,2026-04,Course directe,45576,Mobile money,Non
R001683,U0138,2026-04,Bonus plateforme,91615,Virement,Non
R001684,U0138,2026-04,Course directe,132724,Cash,Non
R001685,U0138,2026-06,Livraisons,78434,Cash,Non
R001686,U0138,2026-06,Bonus plateforme,159476,Virement,Oui
R001687,U0139,2025-08,Commande WhatsApp,100685,Mobile money,Non
R001688,U0139,2025-09,Commande WhatsApp,187366,Mobile money,Oui
R001689,U0139,2025-10,Marketplace,202327,Cash,Non
R001690,U0139,2026-01,Marketplace,164028,Cash,Oui
R001691,U0139,2026-02,Vente en ligne,84134,Mobile money,Non
R001692,U0139,2026-02,Commande WhatsApp,215000,Mobile money,Non
R001693,U0139,2026-03,Marketplace,69380,Mobile money,Oui
R001694,U0139,2026-04,Commande WhatsApp,53714,Cash,Non
R001695,U0139,2026-04,Marketplace,113000,Mobile money,Non
R001696,U0139,2026-05,Commande WhatsApp,182464,Cash,Oui
R001697,U0139,2026-06,Marketplace,266087,Virement,Oui
R001698,U0139,2026-06,Vente en ligne,77165,Cash,Non
R001699,U0140,2025-07,Vente boutique,123897,Cash,Oui
R001700,U0140,2025-07,Commande client,62975,Virement,Non
R001701,U0140,2025-07,Service local,278948,Mobile money,Oui
R001702,U0140,2025-08,Commande client,287695,Mobile money,Non
R001703,U0140,2025-09,Vente boutique,343559,Mobile money,Oui
R001704,U0140,2025-10,Service local,300835,Cash,Oui
R001705,U0140,2025-11,Service local,389971,Cash,Non
R001706,U0140,2025-11,Service local,225622,Mobile money,Oui
R001707,U0140,2025-12,Vente boutique,187674,Virement,Oui
R001708,U0140,2025-12,Service local,298663,Mobile money,Non
R001709,U0140,2026-01,Vente boutique,250648,Cash,Oui
R001710,U0140,2026-02,Commande client,84342,Mobile money,Oui
R001711,U0140,2026-02,Commande client,262652,Mobile money,Non
R001712,U0140,2026-02,Service local,304236,Mobile money,Non
R001713,U0140,2026-03,Commande client,262060,Cash,Non
R001714,U0140,2026-03,Service local,88423,Mobile money,Non
R001715,U0140,2026-03,Service local,172519,Cash,Oui
R001716,U0140,2026-04,Commande client,318227,Cash,Non
R001717,U0140,2026-04,Vente boutique,237422,Virement,Oui
R001718,U0140,2026-04,Vente boutique,275878,Cash,Oui
R001719,U0140,2026-05,Service local,362498,Mobile money,Oui
R001720,U0140,2026-06,Commande client,137629,Mobile money,Non
R001721,U0140,2026-06,Commande client,310735,Mobile money,Oui
R001722,U0141,2025-07,Vente en ligne,99000,Mobile money,Oui
R001723,U0141,2025-07,Commande WhatsApp,93291,Mobile money,Oui
R001724,U0141,2025-08,Marketplace,125000,Mobile money,Oui
R001725,U0141,2025-09,Vente en ligne,201571,Cash,Oui
R001726,U0141,2025-10,Commande WhatsApp,100000,Mobile money,Oui
R001727,U0141,2025-11,Marketplace,173817,Cash,Oui
R001728,U0141,2025-11,Commande WhatsApp,201818,Mobile money,Oui
R001729,U0141,2025-12,Marketplace,102859,Mobile money,Non
R001730,U0141,2026-01,Vente en ligne,33000,Cash,Non
R001731,U0141,2026-01,Vente en ligne,39663,Cash,Oui
R001732,U0141,2026-02,Vente en ligne,187632,Mobile money,Non
R001733,U0141,2026-03,Commande WhatsApp,201243,Mobile money,Oui
R001734,U0141,2026-03,Commande WhatsApp,119587,Mobile money,Oui
R001735,U0141,2026-04,Vente en ligne,74699,Cash,Non
R001736,U0141,2026-05,Commande WhatsApp,86417,Mobile money,Oui
R001737,U0141,2026-05,Marketplace,126000,Virement,Oui
R001738,U0141,2026-06,Marketplace,116000,Mobile money,Oui
R001739,U0142,2025-07,Mission ponctuelle,47000,Mobile money,Oui
R001740,U0142,2025-07,Mission ponctuelle,60637,Mobile money,Oui
R001741,U0142,2025-07,Mission ponctuelle,161035,Virement,Oui
R001742,U0142,2025-08,Petit commerce,83518,Mobile money,Oui
R001743,U0142,2025-08,Petit commerce,47503,Cash,Oui
R001744,U0142,2025-09,Mission ponctuelle,132800,Mobile money,Oui
R001745,U0142,2025-09,Petit commerce,158934,Mobile money,Non
R001746,U0142,2025-11,Petit commerce,78941,Virement,Oui
R001747,U0142,2025-11,Petit commerce,163000,Mobile money,Oui
R001748,U0142,2025-11,Salaire partiel,124423,Virement,Oui
R001749,U0142,2025-12,Salaire partiel,113714,Mobile money,Non
R001750,U0142,2025-12,Petit commerce,108511,Mobile money,Non
R001751,U0142,2025-12,Petit commerce,109995,Mobile money,Oui
R001752,U0142,2026-01,Salaire partiel,36765,Mobile money,Oui
R001753,U0142,2026-02,Petit commerce,36304,Cash,Oui
R001754,U0142,2026-03,Mission ponctuelle,120185,Mobile money,Oui
R001755,U0142,2026-04,Mission ponctuelle,60587,Cash,Non
R001756,U0142,2026-05,Salaire partiel,113980,Mobile money,Oui
R001757,U0142,2026-05,Petit commerce,42644,Mobile money,Non
R001758,U0143,2025-07,Contrat ponctuel,261640,Cash,Oui
R001759,U0143,2025-07,Prestation digitale,84874,Mobile money,Oui
R001760,U0143,2025-11,Prestation digitale,163000,Mobile money,Oui
R001761,U0143,2026-01,Contrat ponctuel,211000,Mobile money,Oui
R001762,U0143,2026-01,Prestation digitale,108509,Cash,Non
R001763,U0143,2026-01,Contrat ponctuel,227000,Mobile money,Oui
R001764,U0143,2026-04,Mission freelance,156282,Virement,Non
R001765,U0143,2026-04,Mission freelance,259522,Mobile money,Oui
R001766,U0143,2026-05,Mission freelance,77945,Mobile money,Non
R001767,U0143,2026-06,Contrat ponctuel,74821,Cash,Oui
R001768,U0144,2025-08,Vente boutique,205000,Cash,Non
R001769,U0144,2025-09,Commande client,74436,Mobile money,Oui
R001770,U0144,2025-11,Commande client,133079,Mobile money,Oui
R001771,U0144,2025-12,Vente boutique,88000,Cash,Non
R001772,U0144,2026-01,Service local,140425,Mobile money,Oui
R001773,U0144,2026-02,Service local,106000,Cash,Non
R001774,U0144,2026-06,Commande client,202000,Mobile money,Non
R001775,U0144,2026-06,Vente boutique,141562,Mobile money,Non
R001776,U0145,2025-12,Vente en ligne,129000,Cash,Oui
R001777,U0145,2026-02,Marketplace,120695,Cash,Oui
R001778,U0145,2026-02,Vente en ligne,52646,Mobile money,Non
R001779,U0145,2026-02,Commande WhatsApp,156986,Mobile money,Non
R001780,U0145,2026-03,Vente en ligne,37000,Virement,Non
R001781,U0145,2026-05,Vente en ligne,205000,Cash,Oui
R001782,U0145,2026-05,Marketplace,159000,Cash,Non
R001783,U0146,2025-07,Contrat ponctuel,80000,Virement,Oui
R001784,U0146,2025-08,Mission freelance,57080,Cash,Non
R001785,U0146,2025-09,Mission freelance,211000,Mobile money,Oui
R001786,U0146,2025-10,Prestation digitale,219055,Cash,Oui
R001787,U0146,2025-11,Contrat ponctuel,54845,Mobile money,Non
R001788,U0146,2025-11,Mission freelance,321648,Mobile money,Non
R001789,U0146,2026-02,Contrat ponctuel,56000,Mobile money,Non
R001790,U0146,2026-04,Mission freelance,231150,Mobile money,Oui
R001791,U0146,2026-04,Mission freelance,213602,Virement,Non
R001792,U0146,2026-05,Contrat ponctuel,289666,Cash,Oui
R001793,U0146,2026-06,Contrat ponctuel,193000,Virement,Non
R001794,U0146,2026-06,Prestation digitale,228000,Mobile money,Non
R001795,U0147,2025-08,Service local,156727,Cash,Oui
R001796,U0147,2025-10,Service local,80000,Mobile money,Non
R001797,U0147,2026-02,Vente boutique,82930,Mobile money,Non
R001798,U0147,2026-02,Service local,252619,Mobile money,Oui
R001799,U0147,2026-04,Vente boutique,85113,Cash,Non
R001800,U0147,2026-05,Commande client,242000,Mobile money,Oui
R001801,U0147,2026-06,Commande client,135000,Cash,Non
R001802,U0148,2025-08,Marketplace,140000,Mobile money,Oui
R001803,U0148,2025-10,Marketplace,109000,Cash,Oui
R001804,U0148,2026-01,Vente en ligne,215000,Virement,Non
R001805,U0148,2026-01,Marketplace,47000,Mobile money,Oui
R001806,U0148,2026-02,Vente en ligne,96000,Cash,Non
R001807,U0148,2026-03,Commande WhatsApp,46121,Cash,Oui
R001808,U0148,2026-03,Vente en ligne,148000,Mobile money,Oui
R001809,U0148,2026-06,Commande WhatsApp,96000,Mobile money,Oui
R001810,U0149,2025-07,Livraisons,90121,Mobile money,Non
R001811,U0149,2025-08,Livraisons,149000,Mobile money,Oui
R001812,U0149,2025-10,Course directe,47857,Mobile money,Non
R001813,U0149,2025-11,Bonus plateforme,43085,Mobile money,Non
R001814,U0149,2025-12,Livraisons,73000,Mobile money,Non
R001815,U0149,2026-01,Livraisons,110060,Mobile money,Non
R001816,U0149,2026-01,Course directe,68068,Mobile money,Non
R001817,U0149,2026-01,Course directe,56833,Cash,Non
R001818,U0149,2026-02,Livraisons,37676,Mobile money,Non
R001819,U0149,2026-03,Bonus plateforme,95418,Mobile money,Oui
R001820,U0149,2026-04,Bonus plateforme,96000,Mobile money,Oui
R001821,U0149,2026-04,Livraisons,64741,Mobile money,Oui
R001822,U0149,2026-05,Livraisons,43869,Mobile money,Oui
R001823,U0149,2026-06,Livraisons,81034,Mobile money,Oui
R001824,U0149,2026-06,Livraisons,84249,Cash,Oui
R001825,U0150,2025-07,Vente boutique,245940,Cash,Non
R001826,U0150,2025-07,Commande client,75852,Mobile money,Oui
R001827,U0150,2025-07,Vente boutique,93000,Mobile money,Non
R001828,U0150,2025-08,Commande client,337147,Mobile money,Non
R001829,U0150,2025-10,Vente boutique,270081,Mobile money,Oui
R001830,U0150,2025-11,Service local,371380,Cash,Oui
R001831,U0150,2025-11,Service local,235959,Virement,Oui
R001832,U0150,2025-12,Service local,138929,Mobile money,Oui
R001833,U0150,2026-01,Service local,155000,Virement,Oui
R001834,U0150,2026-01,Vente boutique,149085,Virement,Non
R001835,U0150,2026-02,Commande client,58372,Mobile money,Non
R001836,U0150,2026-02,Service local,332000,Mobile money,Oui
R001837,U0150,2026-02,Vente boutique,333211,Mobile money,Non
R001838,U0150,2026-03,Service local,200307,Virement,Oui
R001839,U0150,2026-03,Commande client,305037,Cash,Oui
R001840,U0150,2026-04,Vente boutique,292403,Mobile money,Oui
R001841,U0150,2026-04,Vente boutique,137594,Virement,Non
R001842,U0150,2026-05,Vente boutique,135148,Mobile money,Oui
R001843,U0150,2026-05,Commande client,127151,Cash,Non
R001844,U0151,2025-07,Petit commerce,134643,Cash,Oui
R001845,U0151,2025-07,Mission ponctuelle,122000,Mobile money,Non
R001846,U0151,2025-09,Petit commerce,149963,Mobile money,Non
R001847,U0151,2025-09,Salaire partiel,104879,Mobile money,Oui
R001848,U0151,2025-10,Petit commerce,196214,Mobile money,Oui
R001849,U0151,2025-10,Salaire partiel,149000,Cash,Non
R001850,U0151,2025-11,Petit commerce,88034,Mobile money,Non
R001851,U0151,2025-11,Mission ponctuelle,141413,Cash,Oui
R001852,U0151,2025-11,Mission ponctuelle,71000,Cash,Non
R001853,U0151,2025-12,Petit commerce,101864,Mobile money,Non
R001854,U0151,2025-12,Mission ponctuelle,107895,Mobile money,Oui
R001855,U0151,2026-01,Mission ponctuelle,67932,Cash,Oui
R001856,U0151,2026-01,Salaire partiel,42383,Mobile money,Oui
R001857,U0151,2026-01,Petit commerce,42000,Mobile money,Non
R001858,U0151,2026-03,Salaire partiel,65838,Virement,Oui
R001859,U0151,2026-04,Petit commerce,158257,Mobile money,Oui
R001860,U0151,2026-05,Mission ponctuelle,76589,Virement,Oui
R001861,U0151,2026-06,Salaire partiel,87429,Virement,Non
R001862,U0151,2026-06,Salaire partiel,176218,Mobile money,Oui
R001863,U0152,2025-07,Vente boutique,372167,Cash,Oui
R001864,U0152,2025-08,Vente boutique,200178,Cash,Oui
R001865,U0152,2025-08,Vente boutique,220220,Cash,Oui
R001866,U0152,2025-08,Commande client,74893,Mobile money,Non
R001867,U0152,2025-09,Commande client,207235,Mobile money,Non
R001868,U0152,2025-10,Service local,299520,Cash,Non
R001869,U0152,2026-01,Vente boutique,287000,Mobile money,Oui
R001870,U0152,2026-02,Service local,60000,Mobile money,Oui
R001871,U0152,2026-02,Vente boutique,111215,Mobile money,Non
R001872,U0152,2026-03,Vente boutique,128850,Virement,Non
R001873,U0152,2026-03,Commande client,107049,Virement,Oui
R001874,U0152,2026-03,Service local,216844,Mobile money,Oui
R001875,U0152,2026-06,Service local,188195,Mobile money,Non
R001876,U0153,2025-07,Commande client,303498,Mobile money,Oui
R001877,U0153,2025-08,Vente boutique,67993,Cash,Oui
R001878,U0153,2025-12,Service local,213000,Mobile money,Oui
R001879,U0153,2026-01,Service local,103000,Mobile money,Oui
R001880,U0153,2026-02,Vente boutique,396985,Virement,Non
R001881,U0153,2026-05,Service local,107500,Cash,Non
R001882,U0153,2026-05,Commande client,144288,Mobile money,Oui
R001883,U0153,2026-06,Commande client,347134,Cash,Oui
R001884,U0153,2026-06,Vente boutique,66539,Mobile money,Oui
R001885,U0154,2025-08,Bonus plateforme,118607,Mobile money,Non
R001886,U0154,2025-09,Livraisons,139000,Mobile money,Non
R001887,U0154,2025-11,Bonus plateforme,99829,Mobile money,Oui
R001888,U0154,2025-11,Livraisons,174328,Mobile money,Oui
R001889,U0154,2025-12,Course directe,145398,Virement,Non
R001890,U0154,2025-12,Livraisons,84610,Virement,Non
R001891,U0154,2026-02,Course directe,118621,Mobile money,Non
R001892,U0154,2026-02,Course directe,98000,Mobile money,Non
R001893,U0154,2026-03,Bonus plateforme,112084,Mobile money,Oui
R001894,U0154,2026-06,Bonus plateforme,149319,Virement,Oui
R001895,U0154,2026-06,Bonus plateforme,142571,Virement,Non
R001896,U0154,2026-06,Bonus plateforme,32000,Mobile money,Non
R001897,U0155,2025-07,Salaire partiel,213627,Cash,Oui
R001898,U0155,2025-08,Petit commerce,115105,Virement,Oui
R001899,U0155,2025-08,Salaire partiel,116916,Mobile money,Oui
R001900,U0155,2025-09,Salaire partiel,137000,Virement,Non
R001901,U0155,2025-09,Mission ponctuelle,43000,Mobile money,Non
R001902,U0155,2025-10,Salaire partiel,182494,Mobile money,Oui
R001903,U0155,2025-12,Mission ponctuelle,97403,Mobile money,Non
R001904,U0155,2025-12,Petit commerce,190892,Cash,Oui
R001905,U0155,2026-01,Salaire partiel,67000,Virement,Oui
R001906,U0155,2026-01,Mission ponctuelle,97443,Mobile money,Non
R001907,U0155,2026-02,Mission ponctuelle,114000,Virement,Oui
R001908,U0155,2026-05,Mission ponctuelle,37000,Mobile money,Non
R001909,U0156,2025-08,Course directe,87879,Mobile money,Non
R001910,U0156,2025-09,Livraisons,26000,Mobile money,Non
R001911,U0156,2025-09,Bonus plateforme,128000,Mobile money,Non
R001912,U0156,2025-09,Bonus plateforme,41000,Virement,Non
R001913,U0156,2025-10,Livraisons,148000,Mobile money,Oui
R001914,U0156,2025-11,Livraisons,85000,Virement,Non
R001915,U0156,2026-01,Livraisons,160650,Cash,Oui
R001916,U0156,2026-01,Bonus plateforme,72000,Mobile money,Non
R001917,U0156,2026-02,Course directe,76887,Cash,Oui
R001918,U0156,2026-02,Course directe,46000,Mobile money,Oui
R001919,U0156,2026-02,Bonus plateforme,109000,Mobile money,Non
R001920,U0156,2026-03,Course directe,28874,Cash,Non
R001921,U0156,2026-03,Course directe,140588,Mobile money,Oui
R001922,U0156,2026-03,Course directe,113148,Virement,Oui
R001923,U0156,2026-04,Livraisons,89000,Cash,Non
R001924,U0156,2026-04,Course directe,71000,Mobile money,Non
R001925,U0156,2026-05,Livraisons,115000,Mobile money,Oui
R001926,U0156,2026-05,Livraisons,48000,Mobile money,Oui
R001927,U0156,2026-06,Livraisons,87648,Mobile money,Non
R001928,U0157,2025-07,Vente boutique,114574,Cash,Non
R001929,U0157,2025-08,Vente boutique,313710,Mobile money,Non
R001930,U0157,2025-09,Commande client,164697,Cash,Oui
R001931,U0157,2025-10,Commande client,392526,Mobile money,Non
R001932,U0157,2025-11,Vente boutique,94697,Mobile money,Non
R001933,U0157,2025-12,Service local,97974,Mobile money,Oui
R001934,U0157,2026-01,Service local,356174,Virement,Non
R001935,U0157,2026-01,Service local,101030,Mobile money,Oui
R001936,U0157,2026-02,Vente boutique,185881,Cash,Non
R001937,U0157,2026-03,Commande client,272915,Cash,Oui
R001938,U0157,2026-03,Vente boutique,81740,Mobile money,Oui
R001939,U0157,2026-03,Service local,130217,Mobile money,Oui
R001940,U0157,2026-04,Vente boutique,90762,Mobile money,Non
R001941,U0157,2026-05,Service local,104849,Virement,Non
R001942,U0157,2026-05,Commande client,82830,Mobile money,Oui
R001943,U0157,2026-06,Commande client,61154,Mobile money,Oui
R001944,U0158,2025-07,Commande client,102000,Mobile money,Non
R001945,U0158,2025-07,Vente boutique,198000,Mobile money,Oui
R001946,U0158,2025-08,Commande client,305303,Cash,Oui
R001947,U0158,2025-08,Commande client,115663,Mobile money,Oui
R001948,U0158,2026-02,Service local,244000,Mobile money,Oui
R001949,U0159,2025-07,Salaire partiel,85000,Cash,Oui
R001950,U0159,2025-09,Mission ponctuelle,78000,Virement,Oui
R001951,U0159,2025-09,Salaire partiel,172000,Cash,Oui
R001952,U0159,2025-09,Petit commerce,173000,Mobile money,Oui
R001953,U0159,2025-11,Petit commerce,145000,Mobile money,Non
R001954,U0159,2025-11,Mission ponctuelle,35000,Mobile money,Non
R001955,U0159,2026-01,Salaire partiel,42000,Virement,Non
R001956,U0159,2026-02,Petit commerce,96000,Mobile money,Non
R001957,U0159,2026-03,Mission ponctuelle,115536,Mobile money,Oui
R001958,U0159,2026-04,Petit commerce,127000,Mobile money,Oui
R001959,U0159,2026-05,Mission ponctuelle,49000,Mobile money,Oui
R001960,U0159,2026-05,Petit commerce,36339,Cash,Oui
R001961,U0160,2025-09,Bonus plateforme,107201,Mobile money,Oui
R001962,U0160,2025-10,Bonus plateforme,94000,Mobile money,Oui
R001963,U0160,2025-12,Bonus plateforme,98000,Cash,Oui
R001964,U0160,2026-04,Course directe,98000,Mobile money,Oui
R001965,U0160,2026-05,Livraisons,140007,Cash,Oui
R001966,U0160,2026-06,Course directe,127703,Mobile money,Non
R001967,U0161,2025-07,Maintenance,239057,Mobile money,Non
R001968,U0161,2025-08,Prestation,260089,Cash,Non
R001969,U0161,2025-08,Service client,200193,Mobile money,Oui
R001970,U0161,2025-08,Maintenance,187000,Cash,Non
R001971,U0161,2025-09,Maintenance,131023,Mobile money,Non
R001972,U0161,2025-09,Maintenance,242671,Cash,Non
R001973,U0161,2025-10,Prestation,75697,Mobile money,Oui
R001974,U0161,2025-10,Service client,95251,Mobile money,Non
R001975,U0161,2025-11,Prestation,40605,Cash,Oui
R001976,U0161,2025-11,Service client,227121,Mobile money,Non
R001977,U0161,2025-12,Prestation,73838,Mobile money,Non
R001978,U0161,2026-02,Prestation,159000,Mobile money,Oui
R001979,U0161,2026-04,Service client,280784,Mobile money,Non
R001980,U0161,2026-04,Service client,232000,Mobile money,Non
R001981,U0161,2026-06,Service client,186000,Virement,Non
R001982,U0162,2025-10,Livraisons,83000,Cash,Oui
R001983,U0162,2025-10,Livraisons,43000,Cash,Oui
R001984,U0162,2025-10,Livraisons,123000,Virement,Oui
R001985,U0162,2025-11,Livraisons,131402,Mobile money,Non
R001986,U0162,2025-12,Bonus plateforme,99327,Mobile money,Oui
R001987,U0162,2025-12,Bonus plateforme,148000,Mobile money,Non
R001988,U0162,2025-12,Course directe,101911,Cash,Non
