id_score,id_utilisateur,mois,score_revenu,score_paiement,score_activite,score_recommandation,score_transaction,score_anciennete,score_completude,score_global,classe_risque,recommandation_decisionnelle,plafond_microcredit_simule
S001403,U0117,2026-05,81.6,79.8,100,79.7,88.0,100,75,86.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001404,U0117,2026-06,69.1,59.7,96.7,80.8,71.0,100,75,76.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001405,U0118,2025-07,85.0,100,100,77.5,64.0,100,45,85.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001406,U0118,2025-08,86.5,100,50.0,68.8,72.0,100,45,79.1,B,Profil fiable : éligible avec vérification complémentaire.,30835
S001407,U0118,2025-09,88.8,78.0,51.0,84.0,78.0,100,45,77.8,B,Profil fiable : éligible avec vérification complémentaire.,36041
S001408,U0118,2025-10,71.3,70.0,44.8,84.0,80.0,100,45,71.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001409,U0118,2025-11,68.8,77.5,50.0,84.3,87.0,100,45,73.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001410,U0118,2025-12,70.8,80.0,57.1,80.9,91.0,100,45,76.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001411,U0118,2026-01,73.5,63.0,61.9,82.5,89.0,100,45,74.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001412,U0118,2026-02,60.0,58.5,66.7,85.3,83.0,100,45,69.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001413,U0118,2026-03,47.1,69.3,76.5,80.0,68.0,100,45,67.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001414,U0118,2026-04,47.1,78.8,76.5,80.0,57.0,100,45,67.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001415,U0118,2026-05,41.7,78.8,88.3,76.7,52.0,100,45,67.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001416,U0118,2026-06,26.7,78.8,84.2,86.2,39.0,100,45,61.8,C,Profil moyen : à accompagner avant décision.,15000
S001417,U0119,2025-07,85.0,100,100,72.5,68.0,100,100,88.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001418,U0119,2025-08,50.0,100,92.5,72.5,38.0,100,100,74.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001419,U0119,2025-09,38.3,100,88.3,72.5,28.0,100,100,69.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001420,U0119,2025-10,47.0,86.9,92.5,75.0,42.0,100,100,71.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001421,U0119,2025-11,51.3,89.8,95.0,76.2,52.0,100,100,75.5,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001422,U0119,2025-12,44.3,90.8,92.5,76.2,58.0,100,100,74.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001423,U0119,2026-01,42.4,90.8,88.3,77.5,41.0,100,100,70.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001424,U0119,2026-02,56.2,92.4,92.5,78.7,58.0,100,100,78.0,B,Profil fiable : éligible avec vérification complémentaire.,33579
S001425,U0119,2026-03,59.7,92.4,96.7,79.6,70.0,100,100,81.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001426,U0119,2026-04,47.5,100,92.5,80.0,68.0,100,100,79.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001427,U0119,2026-05,46.2,92.4,92.5,84.5,68.0,100,100,77.5,B,Profil fiable : éligible avec vérification complémentaire.,32540
S001428,U0119,2026-06,58.7,92.4,96.7,85.4,71.0,100,100,81.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,56472
S001429,U0120,2025-07,0,100,0.0,50.0,1.0,5.6,75,29.5,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001430,U0120,2025-08,0,100,0.0,50.0,1.0,5.6,75,29.5,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001431,U0120,2025-09,38.3,100,88.3,80.0,29.0,5.6,75,59.5,C,Profil moyen : à accompagner avant décision.,15000
S001432,U0120,2025-10,62.8,87.3,92.5,80.0,45.0,5.6,75,66.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001433,U0120,2025-11,55.8,90.1,90.0,80.0,39.0,5.6,75,63.6,C,Profil moyen : à accompagner avant décision.,15000
S001434,U0120,2025-12,57.7,91.9,92.5,81.2,50.0,5.6,75,66.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001435,U0120,2026-01,67.1,85.2,96.7,81.2,66.0,5.6,75,70.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001436,U0120,2026-02,67.1,85.2,96.7,81.2,66.0,5.6,75,70.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001437,U0120,2026-03,67.0,85.2,96.7,82.5,60.0,5.6,75,69.8,B,Profil fiable : éligible avec vérification complémentaire.,31211
S001438,U0120,2026-04,54.5,91.9,92.5,83.7,44.0,5.6,75,65.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001439,U0120,2026-05,62.2,91.1,96.7,80.0,58.0,5.6,75,69.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001440,U0120,2026-06,63.7,80.4,96.7,82.5,60.0,5.6,75,68.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001441,U0121,2025-07,85.0,100,100,75.0,68.0,66.7,45,82.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001442,U0121,2025-08,86.8,100,100,87.5,70.0,66.7,45,84.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001443,U0121,2025-09,63.5,77.5,96.7,87.5,72.0,66.7,45,74.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001444,U0121,2025-10,51.8,58.7,92.5,87.5,74.0,66.7,45,67.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001445,U0121,2025-11,59.3,65.6,73.0,76.5,82.0,66.7,45,67.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001446,U0121,2025-12,53.7,70.5,74.7,76.5,90.0,66.7,45,68.8,B,Profil fiable : éligible avec vérification complémentaire.,35991
S001447,U0121,2026-01,61.8,70.5,78.3,80.4,85.0,66.7,45,71.0,B,Profil fiable : éligible avec vérification complémentaire.,45821
S001448,U0121,2026-02,64.5,60.5,74.7,76.5,73.0,66.7,45,66.9,B,Profil fiable : éligible avec vérification complémentaire.,49188
S001449,U0121,2026-03,77.6,54.3,82.5,72.1,78.0,66.7,45,70.5,B,Profil fiable : éligible avec vérification complémentaire.,63560
S001450,U0121,2026-04,77.6,77.4,82.5,72.1,78.0,66.7,45,75.1,B,Profil fiable : éligible avec vérification complémentaire.,63560
S001451,U0121,2026-05,79.6,67.1,100,82.1,74.0,66.7,45,76.6,B,Profil fiable : éligible avec vérification complémentaire.,67110
S001452,U0121,2026-06,83.3,70.4,100,80.0,70.0,66.7,45,77.3,B,Profil fiable : éligible avec vérification complémentaire.,56157
S001453,U0122,2025-07,85.0,100,100,90.0,68.0,16.7,100,82.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001454,U0122,2025-08,50.0,78.0,92.5,90.0,38.0,16.7,100,63.3,C,Profil moyen : à accompagner avant décision.,15000
S001455,U0122,2025-09,38.3,85.3,88.3,90.0,28.0,16.7,100,59.8,C,Profil moyen : à accompagner avant décision.,15000
S001456,U0122,2025-10,48.6,62.4,92.5,85.0,42.0,16.7,100,60.0,C,Profil moyen : à accompagner avant décision.,15000
S001457,U0122,2025-11,57.3,66.6,95.0,87.5,54.0,16.7,100,65.4,B,Profil fiable : éligible avec vérification complémentaire.,43395
S001458,U0122,2025-12,50.3,64.6,92.5,87.5,49.0,16.7,100,62.1,C,Profil moyen : à accompagner avant décision.,17358
S001459,U0122,2026-01,49.4,56.0,88.3,86.2,43.0,16.7,100,58.6,C,Profil moyen : à accompagner avant décision.,15400
S001460,U0122,2026-02,53.7,64.0,92.5,83.5,61.0,16.7,100,64.3,C,Profil moyen : à accompagner avant décision.,18480
S001461,U0122,2026-03,53.7,59.8,92.5,83.5,73.0,16.7,100,65.2,B,Profil fiable : éligible avec vérification complémentaire.,38500
S001462,U0122,2026-04,39.0,65.4,88.3,86.2,60.0,16.7,100,60.4,C,Profil moyen : à accompagner avant décision.,15000
S001463,U0122,2026-05,26.7,59.6,84.2,72.5,45.0,16.7,100,51.9,C,Profil moyen : à accompagner avant décision.,15000
S001464,U0122,2026-06,49.1,58.3,88.3,76.7,61.0,16.7,100,60.7,C,Profil moyen : à accompagner avant décision.,15000
S001465,U0123,2025-07,0,42.5,0.0,50.0,62.0,100,45,35.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001466,U0123,2025-08,50.0,44.6,55.8,58.3,68.0,100,45,58.1,C,Profil moyen : à accompagner avant décision.,15000
S001467,U0123,2025-09,38.3,63.1,51.7,58.3,49.0,100,45,55.4,C,Profil moyen : à accompagner avant décision.,15000
S001468,U0123,2025-10,32.5,52.6,49.6,58.3,40.0,100,45,50.2,C,Profil moyen : à accompagner avant décision.,15000
S001469,U0123,2025-11,29.0,55.3,48.3,58.3,34.0,100,45,48.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001470,U0123,2025-12,44.6,58.7,33.3,48.1,47.0,100,45,52.0,C,Profil moyen : à accompagner avant décision.,15000
S001471,U0123,2026-01,44.6,61.0,33.3,48.1,47.0,100,45,52.5,C,Profil moyen : à accompagner avant décision.,15000
S001472,U0123,2026-02,26.7,60.3,0,17.5,31.0,100,45,37.4,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001473,U0123,2026-03,51.1,60.3,60.8,61.3,44.0,100,45,58.9,C,Profil moyen : à accompagner avant décision.,16699
S001474,U0123,2026-04,51.1,63.3,60.8,61.3,55.0,100,45,61.2,C,Profil moyen : à accompagner avant décision.,16699
S001475,U0123,2026-05,63.0,49.8,48.5,56.5,70.0,100,45,61.4,C,Profil moyen : à accompagner avant décision.,25488
S001476,U0123,2026-06,53.0,37.6,60.8,66.3,54.0,100,45,56.9,C,Profil moyen : à accompagner avant décision.,17770
S001477,U0124,2025-07,85.0,42.8,50.0,58.7,68.0,91.7,100,67.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001478,U0124,2025-08,50.0,21.2,37.5,58.7,38.0,91.7,100,48.1,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001479,U0124,2025-09,38.3,17.0,33.3,58.7,50.0,91.7,100,45.5,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001480,U0124,2025-10,45.1,10.6,65.0,63.1,58.0,91.7,100,52.3,C,Profil moyen : à accompagner avant décision.,15000
S001481,U0124,2025-11,53.4,23.2,47.5,56.9,69.0,91.7,100,55.3,C,Profil moyen : à accompagner avant décision.,15000
S001482,U0124,2025-12,61.0,21.2,36.7,57.0,76.0,91.7,100,56.3,C,Profil moyen : à accompagner avant décision.,15000
S001483,U0124,2026-01,69.1,19.6,30.0,55.8,74.0,91.7,100,56.6,C,Profil moyen : à accompagner avant décision.,20202
S001484,U0124,2026-02,69.1,21.4,30.0,55.8,74.0,91.7,100,56.9,C,Profil moyen : à accompagner avant décision.,20202
S001485,U0124,2026-03,79.1,33.1,39.0,60.5,78.0,91.7,100,64.2,C,Profil moyen : à accompagner avant décision.,23102
S001486,U0124,2026-04,74.7,38.8,25.8,55.6,77.0,91.7,100,61.6,C,Profil moyen : à accompagner avant décision.,20904
S001487,U0124,2026-05,72.1,43.0,22.1,58.1,75.0,91.7,100,61.2,C,Profil moyen : à accompagner avant décision.,16886
S001488,U0124,2026-06,68.7,42.1,42.3,59.6,78.0,91.7,100,63.8,C,Profil moyen : à accompagner avant décision.,15000
S001489,U0125,2025-07,85.0,100,100,65.0,68.0,100,100,88.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,54552
S001490,U0125,2025-08,84.9,81.4,68.3,65.8,74.0,100,100,80.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,109894
S001491,U0125,2025-09,61.6,72.0,60.0,65.8,55.0,100,100,68.6,B,Profil fiable : éligible avec vérification complémentaire.,52330
S001492,U0125,2025-10,49.9,65.5,55.8,65.8,46.0,100,100,62.4,C,Profil moyen : à accompagner avant décision.,18838
S001493,U0125,2025-11,59.6,69.0,51.0,66.0,55.0,100,100,66.2,B,Profil fiable : éligible avec vérification complémentaire.,46967
S001494,U0125,2025-12,62.4,65.7,41.7,60.0,63.0,100,100,65.4,B,Profil fiable : éligible avec vérification complémentaire.,45716
S001495,U0125,2026-01,63.5,53.7,30.7,59.0,45.0,100,100,58.9,C,Profil moyen : à accompagner avant décision.,22565
S001496,U0125,2026-02,67.8,45.9,41.7,57.1,41.0,100,100,59.3,C,Profil moyen : à accompagner avant décision.,19456
S001497,U0125,2026-03,72.1,53.8,53.7,60.0,53.0,100,100,65.8,B,Profil fiable : éligible avec vérification complémentaire.,67817
S001498,U0125,2026-04,82.9,50.0,56.1,56.7,64.0,100,100,69.4,B,Profil fiable : éligible avec vérification complémentaire.,75085
S001499,U0125,2026-05,83.2,50.0,56.1,52.8,66.0,100,100,69.4,B,Profil fiable : éligible avec vérification complémentaire.,82146
S001500,U0125,2026-06,81.9,46.6,61.7,56.7,66.0,100,100,69.6,B,Profil fiable : éligible avec vérification complémentaire.,79885
S001501,U0126,2025-07,85.0,100,100,82.5,68.0,100,100,89.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001502,U0126,2025-08,94.9,100,100,80.0,76.0,100,100,93.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001503,U0126,2025-09,93.7,100,100,80.0,56.0,100,100,89.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001504,U0126,2025-10,90.8,86.3,100,80.0,64.0,100,100,87.6,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,58449
S001505,U0126,2025-11,76.8,77.0,100,80.0,69.0,100,100,82.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001506,U0126,2025-12,78.9,72.7,100,79.6,73.0,100,100,83.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001507,U0126,2026-01,68.6,69.7,96.7,78.1,67.0,100,100,78.5,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001508,U0126,2026-02,65.2,65.9,96.7,79.2,61.0,100,100,76.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001509,U0126,2026-03,51.5,65.9,92.5,79.2,73.0,100,100,73.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001510,U0126,2026-04,48.1,70.1,88.3,79.2,72.0,100,100,73.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001511,U0126,2026-05,48.1,81.9,88.3,79.2,72.0,100,100,75.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001512,U0126,2026-06,26.7,81.7,10.0,50.0,60.0,100,100,53.5,C,Profil moyen : à accompagner avant décision.,15000
S001513,U0127,2025-07,0,100,0.0,50.0,62.0,86.1,75,46.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001514,U0127,2025-08,50.0,100,37.5,60.0,67.0,86.1,75,66.5,B,Profil fiable : éligible avec vérification complémentaire.,48907
S001515,U0127,2025-09,38.3,86.3,33.3,60.0,48.0,86.1,75,57.4,C,Profil moyen : à accompagner avant décision.,15650
S001516,U0127,2025-10,32.5,88.0,31.2,60.0,38.0,86.1,75,54.5,C,Profil moyen : à accompagner avant décision.,15000
S001517,U0127,2025-11,57.7,89.4,42.5,69.4,49.0,86.1,75,65.3,B,Profil fiable : éligible avec vérification complémentaire.,38785
S001518,U0127,2025-12,60.9,74.5,45.0,69.4,57.0,86.1,75,64.7,C,Profil moyen : à accompagner avant décision.,21226
S001519,U0127,2026-01,60.9,62.8,45.0,69.4,57.0,86.1,75,62.4,C,Profil moyen : à accompagner avant décision.,21226
S001520,U0127,2026-02,51.4,58.7,52.5,78.8,42.0,86.1,75,59.0,C,Profil moyen : à accompagner avant décision.,15444
S001521,U0127,2026-03,61.8,65.5,76.7,81.2,55.0,86.1,75,68.8,B,Profil fiable : éligible avec vérification complémentaire.,38007
S001522,U0127,2026-04,71.3,65.5,84.8,79.5,73.0,86.1,75,74.9,B,Profil fiable : éligible avec vérification complémentaire.,42007
S001523,U0127,2026-05,74.2,69.3,87.5,71.7,71.0,86.1,75,75.7,B,Profil fiable : éligible avec vérification complémentaire.,37851
S001524,U0127,2026-06,75.3,90.9,89.4,72.9,70.0,86.1,75,80.6,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001525,U0128,2025-07,85.0,100,100,83.7,62.0,16.7,75,79.3,B,Profil fiable : éligible avec vérification complémentaire.,88342
S001526,U0128,2025-08,93.4,100,100,82.5,70.0,16.7,75,82.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,101268
S001527,U0128,2025-09,94.6,100,100,82.5,77.0,16.7,75,83.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,104195
S001528,U0128,2025-10,87.9,88.3,100,82.5,79.0,16.7,75,80.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,86366
S001529,U0128,2025-11,87.7,89.6,100,82.5,67.0,16.7,75,78.6,B,Profil fiable : éligible avec vérification complémentaire.,57652
S001530,U0128,2025-12,88.9,91.5,100,82.5,71.0,16.7,75,79.8,B,Profil fiable : éligible avec vérification complémentaire.,58565
S001531,U0128,2026-01,88.7,83.6,100,79.4,73.0,16.7,75,78.2,B,Profil fiable : éligible avec vérification complémentaire.,49469
S001532,U0128,2026-02,75.8,75.7,100,77.5,67.0,16.7,75,72.3,B,Profil fiable : éligible avec vérification complémentaire.,40081
S001533,U0128,2026-03,76.1,70.4,100,81.7,66.0,16.7,75,71.6,B,Profil fiable : éligible avec vérification complémentaire.,30647
S001534,U0128,2026-04,70.2,76.2,78.0,77.1,71.0,16.7,75,68.3,B,Profil fiable : éligible avec vérification complémentaire.,46232
S001535,U0128,2026-05,64.8,78.2,78.0,77.1,85.0,16.7,75,69.4,B,Profil fiable : éligible avec vérification complémentaire.,40853
S001536,U0128,2026-06,60.7,76.2,84.8,78.5,91.0,16.7,75,70.0,B,Profil fiable : éligible avec vérification complémentaire.,34753
S001537,U0129,2025-07,85.0,56.3,100,68.8,68.0,100,75,78.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001538,U0129,2025-08,90.5,82.5,100,75.8,70.0,100,75,86.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001539,U0129,2025-09,67.2,87.5,96.7,75.8,50.0,100,75,77.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001540,U0129,2025-10,64.9,77.2,85.4,80.8,58.0,100,75,75.0,B,Profil fiable : éligible avec vérification complémentaire.,36268
S001541,U0129,2025-11,66.0,81.8,90.0,81.2,66.0,100,75,78.1,B,Profil fiable : éligible avec vérification complémentaire.,32959
S001542,U0129,2025-12,70.4,76.8,92.8,81.5,74.0,100,75,79.9,B,Profil fiable : éligible avec vérification complémentaire.,34216
S001543,U0129,2026-01,60.6,84.1,86.7,84.7,56.0,100,75,75.6,B,Profil fiable : éligible avec vérification complémentaire.,30906
S001544,U0129,2026-02,47.8,82.7,81.1,83.9,56.0,100,75,71.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001545,U0129,2026-03,47.8,74.0,81.1,83.9,57.0,100,75,69.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001546,U0129,2026-04,48.9,85.3,92.5,81.2,57.0,100,75,73.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001547,U0129,2026-05,50.1,85.3,92.5,82.9,60.0,100,75,74.5,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001548,U0129,2026-06,53.5,93.2,92.5,80.5,61.0,100,75,76.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001549,U0130,2025-07,0,0,0.0,50.0,62.0,66.7,75,24.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001550,U0130,2025-08,50.0,33.1,29.2,49.2,69.0,66.7,75,49.2,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001551,U0130,2025-09,72.6,59.9,49.2,60.6,72.0,66.7,75,64.8,C,Profil moyen : à accompagner avant décision.,22756
S001552,U0130,2025-10,60.9,56.7,45.0,60.6,58.0,66.7,75,58.5,C,Profil moyen : à accompagner avant décision.,17067
S001553,U0130,2025-11,68.7,62.1,26.7,48.3,63.0,66.7,75,58.3,C,Profil moyen : à accompagner avant décision.,20723
S001554,U0130,2025-12,65.0,50.7,31.7,50.9,67.0,66.7,75,56.7,C,Profil moyen : à accompagner avant décision.,18971
S001555,U0130,2026-01,65.0,59.8,31.7,50.9,67.0,66.7,75,58.5,C,Profil moyen : à accompagner avant décision.,18971
S001556,U0130,2026-02,65.7,48.9,41.7,55.0,66.0,66.7,75,58.3,C,Profil moyen : à accompagner avant décision.,17973
S001557,U0130,2026-03,52.0,43.2,26.5,47.0,65.0,66.7,75,50.5,C,Profil moyen : à accompagner avant décision.,15000
S001558,U0130,2026-04,65.6,43.9,49.5,56.4,81.0,66.7,75,60.8,C,Profil moyen : à accompagner avant décision.,17655
S001559,U0130,2026-05,52.7,40.4,70.5,69.5,69.0,66.7,75,59.5,C,Profil moyen : à accompagner avant décision.,15000
S001560,U0130,2026-06,58.6,47.7,92.5,73.8,71.0,66.7,75,66.5,B,Profil fiable : éligible avec vérification complémentaire.,36801
S001561,U0131,2025-07,0,53.3,0.0,50.0,0,52.8,100,25.9,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001562,U0131,2025-08,0,68.9,0.0,50.0,0,52.8,100,29.1,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001563,U0131,2025-09,0,81.3,0.0,50.0,1.0,52.8,100,31.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001564,U0131,2025-10,0,86.7,0.0,50.0,1.0,52.8,100,32.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001565,U0131,2025-11,29.0,79.2,12.0,50.0,15.0,52.8,100,42.4,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001566,U0131,2025-12,26.7,67.0,10.0,50.0,13.0,52.8,100,38.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001567,U0131,2026-01,26.7,75.5,10.0,50.0,14.0,52.8,100,40.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001568,U0131,2026-02,26.7,75.5,10.0,50.0,26.0,52.8,100,42.4,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001569,U0131,2026-03,26.7,75.5,10.0,50.0,37.0,52.8,100,44.1,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001570,U0131,2026-04,26.7,75.5,10.0,50.0,37.0,52.8,100,44.1,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001571,U0131,2026-05,26.7,84.0,84.2,82.5,38.0,52.8,100,60.3,C,Profil moyen : à accompagner avant décision.,15000
S001572,U0131,2026-06,50.8,83.7,88.3,81.2,56.0,52.8,100,69.5,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001573,U0132,2025-07,0,9.9,0.0,50.0,62.0,100,45,28.5,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001574,U0132,2025-08,50.0,32.0,52.5,78.8,67.0,100,45,57.0,C,Profil moyen : à accompagner avant décision.,29580
S001575,U0132,2025-09,62.2,54.7,48.7,73.5,71.0,100,45,64.0,C,Profil moyen : à accompagner avant décision.,26595
S001576,U0132,2025-10,50.5,66.0,44.5,73.5,56.0,100,45,60.5,C,Profil moyen : à accompagner avant décision.,19946
S001577,U0132,2025-11,59.2,69.8,36.7,67.5,65.0,100,45,63.0,C,Profil moyen : à accompagner avant décision.,22580
S001578,U0132,2025-12,52.2,62.2,34.2,67.5,57.0,100,45,58.2,C,Profil moyen : à accompagner avant décision.,18816
S001579,U0132,2026-01,64.3,78.0,52.9,70.0,57.0,100,45,67.4,B,Profil fiable : éligible avec vérification complémentaire.,61980
S001580,U0132,2026-02,64.6,75.2,42.4,61.8,59.0,100,45,64.8,C,Profil moyen : à accompagner avant décision.,27997
S001581,U0132,2026-03,62.5,75.2,60.0,62.1,63.0,100,45,67.6,B,Profil fiable : éligible avec vérification complémentaire.,56069
S001582,U0132,2026-04,74.5,61.9,64.2,62.1,76.0,100,45,70.5,B,Profil fiable : éligible avec vérification complémentaire.,66202
S001583,U0132,2026-05,75.4,44.2,88.6,73.9,72.0,100,45,71.4,B,Profil fiable : éligible avec vérification complémentaire.,71252
S001584,U0132,2026-06,88.1,45.7,95.8,74.4,84.0,100,45,77.8,B,Profil fiable : éligible avec vérification complémentaire.,84752
S001585,U0133,2025-07,85.0,7.2,100,77.5,62.0,100,100,69.7,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001586,U0133,2025-08,50.0,53.0,92.5,77.5,64.0,100,100,69.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001587,U0133,2025-09,72.7,62.4,96.7,80.0,68.0,100,100,78.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001588,U0133,2025-10,63.8,68.7,98.8,80.0,53.0,100,100,75.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001589,U0133,2025-11,70.4,73.1,100,81.9,59.0,100,100,79.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001590,U0133,2025-12,74.6,76.5,100,83.9,66.0,100,100,82.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001591,U0133,2026-01,66.7,89.4,96.7,85.0,66.0,100,100,82.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001592,U0133,2026-02,74.9,100,100,85.8,71.0,100,100,88.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001593,U0133,2026-03,77.3,100,100,83.6,71.0,100,100,88.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001594,U0133,2026-04,74.9,100,100,85.2,83.0,100,100,89.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001595,U0133,2026-05,70.2,100,100,85.2,83.0,100,100,88.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001596,U0133,2026-06,64.1,100,100,84.0,86.0,100,100,87.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001597,U0134,2025-07,85.0,100,100,68.8,67.0,63.9,75,83.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001598,U0134,2025-08,87.7,84.6,68.3,65.0,74.0,63.9,75,76.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001599,U0134,2025-09,90.1,88.5,77.5,68.8,81.0,63.9,75,81.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001600,U0134,2025-10,90.9,90.8,83.0,70.5,86.0,63.9,75,83.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001601,U0134,2025-11,79.2,77.2,86.7,69.6,90.0,63.9,75,78.8,B,Profil fiable : éligible avec vérification complémentaire.,38621
S001602,U0134,2025-12,78.5,67.3,86.7,69.6,93.0,63.9,75,77.1,B,Profil fiable : éligible avec vérification complémentaire.,35518
S001603,U0134,2026-01,78.0,57.5,89.3,75.4,90.0,63.9,75,75.6,B,Profil fiable : éligible avec vérification complémentaire.,46109
