id_mission,id_utilisateur,type_mission,date_debut,date_fin,montant_mission,statut_mission,note_client
M001577,U0137,Formation,2025-08-09,2025-08-16,64000,Terminée,3.8
M001578,U0137,Prestation,2025-09-02,2025-09-10,29000,Terminée,3.9
M001579,U0137,Livraison,2025-12-10,2025-12-15,21000,Terminée,3.8
M001580,U0137,Design,2026-01-14,2026-01-19,95000,En cours,3.2
M001581,U0137,Prestation,2026-04-09,2026-04-15,70000,En cours,4.0
M001582,U0137,Livraison,2026-05-02,2026-05-10,63000,Terminée,3.2
M001583,U0137,Maintenance,2026-06-18,2026-06-26,22000,Terminée,4.6
M001584,U0137,Maintenance,2026-06-08,2026-06-16,133000,Terminée,4.0
M001585,U0137,Vente,2026-06-05,2026-06-11,81000,Terminée,3.6
M001586,U0138,Maintenance,2025-07-17,2025-07-21,48000,Terminée,4.6
M001587,U0138,Vente,2025-07-07,2025-07-08,83000,Terminée,4.2
M001588,U0138,Livraison,2025-07-16,2025-07-22,65000,Terminée,3.6
M001589,U0138,Rédaction,2025-07-09,2025-07-15,14000,Terminée,3.1
M001590,U0138,Livraison,2025-08-16,2025-08-17,141000,Annulée,2.5
M001591,U0138,Formation,2025-08-05,2025-08-10,49000,Annulée,2.5
M001592,U0138,Rédaction,2025-09-16,2025-09-17,163000,Terminée,3.9
M001593,U0138,Vente,2025-12-13,2025-12-15,56000,Terminée,4.6
M001594,U0138,Prestation,2025-12-06,2025-12-13,36000,Annulée,3.3
M001595,U0138,Design,2026-01-16,2026-01-19,98000,En cours,3.8
M001596,U0138,Livraison,2026-03-04,2026-03-06,37000,Terminée,3.9
M001597,U0138,Design,2026-03-19,2026-03-23,23000,Terminée,3.6
M001598,U0138,Vente,2026-03-07,2026-03-08,168000,En cours,3.7
M001599,U0138,Rédaction,2026-04-17,2026-04-18,130000,Terminée,3.7
M001600,U0138,Prestation,2026-04-10,2026-04-17,78000,Terminée,3.9
M001601,U0138,Vente,2026-06-09,2026-06-15,127000,Terminée,3.8
M001602,U0139,Livraison,2025-08-18,2025-08-20,140000,Terminée,4.1
M001603,U0139,Vente,2025-09-03,2025-09-11,45000,En cours,3.9
M001604,U0139,Rédaction,2025-09-08,2025-09-10,141000,En cours,4.3
M001605,U0139,Maintenance,2025-09-08,2025-09-13,15000,Terminée,4.1
M001606,U0139,Prestation,2026-01-04,2026-01-09,98000,En cours,4.4
M001607,U0139,Rédaction,2026-01-03,2026-01-07,113000,Terminée,4.5
M001608,U0139,Design,2026-01-13,2026-01-17,43000,Terminée,4.6
M001609,U0139,Formation,2026-02-19,2026-02-23,74000,Terminée,4.4
M001610,U0139,Vente,2026-02-13,2026-02-16,84000,Terminée,4.1
M001611,U0139,Vente,2026-02-03,2026-02-09,49000,Terminée,4.2
M001612,U0139,Design,2026-03-04,2026-03-08,131000,Terminée,3.9
M001613,U0139,Livraison,2026-04-08,2026-04-12,132000,Terminée,4.4
M001614,U0139,Livraison,2026-05-12,2026-05-14,42000,Terminée,4.2
M001615,U0140,Vente,2025-07-06,2025-07-14,60000,Terminée,3.9
M001616,U0140,Vente,2025-07-20,2025-07-28,44000,Terminée,4.8
M001617,U0140,Maintenance,2025-08-10,2025-08-11,80000,Terminée,4.2
M001618,U0140,Rédaction,2025-08-17,2025-08-22,94000,Terminée,4.5
M001619,U0140,Formation,2025-09-04,2025-09-12,48000,Terminée,4.6
M001620,U0140,Livraison,2025-09-11,2025-09-15,68000,Terminée,4.9
M001621,U0140,Prestation,2025-10-08,2025-10-14,19000,Terminée,4.9
M001622,U0140,Prestation,2025-10-19,2025-10-22,15000,Terminée,3.8
M001623,U0140,Prestation,2025-11-03,2025-11-10,62000,Terminée,4.6
M001624,U0140,Vente,2025-12-11,2025-12-12,31000,Terminée,3.9
M001625,U0140,Prestation,2025-12-01,2025-12-09,175000,Terminée,4.8
M001626,U0140,Rédaction,2025-12-19,2025-12-24,34000,Terminée,4.3
M001627,U0140,Rédaction,2026-01-20,2026-01-24,171000,Terminée,4.8
M001628,U0140,Rédaction,2026-02-01,2026-02-05,109000,Terminée,5
M001629,U0140,Design,2026-03-06,2026-03-09,114000,Terminée,4.2
M001630,U0140,Maintenance,2026-04-07,2026-04-11,180000,En cours,3.6
M001631,U0140,Design,2026-04-18,2026-04-24,33000,Terminée,4.6
M001632,U0140,Livraison,2026-05-13,2026-05-20,177000,Terminée,5
M001633,U0140,Livraison,2026-05-07,2026-05-08,114000,Terminée,4.3
M001634,U0140,Rédaction,2026-05-03,2026-05-04,86000,Terminée,4.8
M001635,U0140,Rédaction,2026-06-08,2026-06-10,131000,Terminée,4.4
M001636,U0140,Maintenance,2026-06-13,2026-06-17,113000,Terminée,4.1
M001637,U0140,Maintenance,2026-06-15,2026-06-16,176000,Terminée,4.5
M001638,U0141,Développement,2025-07-17,2025-07-25,45000,Terminée,4.1
M001639,U0141,Développement,2025-08-07,2025-08-09,57000,Terminée,4.6
M001640,U0141,Développement,2025-09-03,2025-09-05,92000,Terminée,5.0
M001641,U0141,Design,2025-11-12,2025-11-16,118000,Terminée,3.6
M001642,U0141,Livraison,2025-11-13,2025-11-21,142000,Terminée,4.9
M001643,U0141,Rédaction,2025-12-07,2025-12-08,57000,Terminée,4.1
M001644,U0141,Formation,2025-12-18,2025-12-25,98000,Terminée,5
M001645,U0141,Maintenance,2025-12-16,2025-12-23,120000,Terminée,4.9
M001646,U0141,Formation,2026-01-03,2026-01-09,28000,Terminée,4.2
M001647,U0141,Formation,2026-01-15,2026-01-23,41000,Terminée,4.8
M001648,U0141,Formation,2026-02-10,2026-02-14,108000,Terminée,4.8
M001649,U0141,Vente,2026-03-16,2026-03-20,59000,Terminée,5
M001650,U0141,Design,2026-03-17,2026-03-19,167000,Terminée,4.4
M001651,U0141,Design,2026-04-13,2026-04-16,85000,Terminée,4.5
M001652,U0141,Maintenance,2026-05-12,2026-05-20,103000,Terminée,4.3
M001653,U0141,Développement,2026-05-11,2026-05-19,156000,Terminée,4.6
M001654,U0141,Prestation,2026-06-02,2026-06-10,28000,Terminée,4.7
M001655,U0142,Rédaction,2025-07-06,2025-07-09,116000,Terminée,4.4
M001656,U0142,Prestation,2025-08-11,2025-08-13,169000,Terminée,4.5
M001657,U0142,Livraison,2025-08-07,2025-08-11,159000,Terminée,3.9
M001658,U0142,Développement,2025-08-18,2025-08-21,179000,Terminée,4.3
M001659,U0142,Maintenance,2025-09-10,2025-09-16,141000,Terminée,4.8
M001660,U0142,Développement,2025-11-09,2025-11-16,28000,Terminée,4.9
M001661,U0142,Vente,2025-12-13,2025-12-21,10000,Terminée,3.4
M001662,U0142,Maintenance,2026-03-02,2026-03-04,40000,Annulée,3.3
M001663,U0142,Maintenance,2026-04-08,2026-04-15,58000,Terminée,4.5
M001664,U0142,Rédaction,2026-05-04,2026-05-11,169000,Terminée,4.4
M001665,U0142,Prestation,2026-05-15,2026-05-21,92000,Terminée,3.9
M001666,U0143,Développement,2025-07-19,2025-07-23,25000,Terminée,4.6
M001667,U0143,Formation,2025-07-05,2025-07-11,155000,Terminée,3.9
M001668,U0143,Design,2025-11-01,2025-11-09,77000,Terminée,4.2
M001669,U0143,Rédaction,2026-01-01,2026-01-08,28000,Terminée,4.6
M001670,U0143,Formation,2026-01-03,2026-01-06,103000,Terminée,4.6
M001671,U0143,Prestation,2026-01-19,2026-01-23,170000,Terminée,4.3
M001672,U0143,Rédaction,2026-04-14,2026-04-21,104000,En cours,3.9
M001673,U0143,Prestation,2026-04-06,2026-04-08,179000,Terminée,4.4
M001674,U0143,Rédaction,2026-05-17,2026-05-22,169000,Terminée,4.5
M001675,U0143,Maintenance,2026-06-11,2026-06-16,133000,Annulée,1.8
M001676,U0143,Design,2026-06-15,2026-06-19,33000,Terminée,4.6
M001677,U0144,Design,2025-08-14,2025-08-16,121000,En cours,3.5
M001678,U0144,Design,2025-09-10,2025-09-14,95000,Terminée,3.7
M001679,U0144,Développement,2025-11-10,2025-11-18,55000,Annulée,1.8
M001680,U0144,Développement,2025-12-09,2025-12-11,55000,En cours,4.2
M001681,U0144,Vente,2026-01-03,2026-01-05,112000,Terminée,3.8
M001682,U0144,Rédaction,2026-02-06,2026-02-12,98000,Terminée,4.0
M001683,U0144,Prestation,2026-06-04,2026-06-06,99000,Terminée,4.6
M001684,U0145,Maintenance,2026-02-17,2026-02-24,46000,Terminée,4.2
M001685,U0145,Développement,2026-02-08,2026-02-13,44000,Terminée,3.9
M001686,U0145,Rédaction,2026-05-12,2026-05-16,92000,Terminée,3.6
M001687,U0145,Maintenance,2026-05-16,2026-05-19,109000,Annulée,2.4
M001688,U0145,Vente,2026-05-02,2026-05-03,48000,En cours,3.4
M001689,U0145,Design,2026-05-07,2026-05-08,80000,Terminée,4.7
M001690,U0146,Livraison,2025-07-12,2025-07-15,72000,Terminée,4.4
M001691,U0146,Formation,2025-07-17,2025-07-25,26000,Terminée,4.8
M001692,U0146,Prestation,2025-07-12,2025-07-13,117000,Terminée,4.2
M001693,U0146,Design,2025-08-08,2025-08-10,124000,Terminée,3.9
M001694,U0146,Formation,2025-08-20,2025-08-21,80000,En cours,3.8
M001695,U0146,Rédaction,2025-08-01,2025-08-02,98000,Terminée,4.2
M001696,U0146,Prestation,2025-10-14,2025-10-16,96000,En cours,3.5
M001697,U0146,Formation,2025-11-14,2025-11-19,179000,Terminée,3.8
M001698,U0146,Vente,2026-02-03,2026-02-07,89000,Terminée,3.6
M001699,U0146,Design,2026-04-15,2026-04-20,160000,En cours,4.1
M001700,U0146,Design,2026-05-14,2026-05-21,102000,Terminée,5
M001701,U0146,Maintenance,2026-05-14,2026-05-20,107000,Terminée,5
M001702,U0146,Livraison,2026-06-17,2026-06-23,161000,Terminée,4.0
M001703,U0147,Maintenance,2025-08-16,2025-08-19,159000,Terminée,4.3
M001704,U0147,Rédaction,2026-02-14,2026-02-19,161000,Terminée,5
M001705,U0147,Formation,2026-02-06,2026-02-12,77000,Terminée,4.5
M001706,U0147,Livraison,2026-04-04,2026-04-05,165000,Terminée,3.5
M001707,U0147,Formation,2026-04-01,2026-04-04,88000,Terminée,4.8
M001708,U0147,Maintenance,2026-05-18,2026-05-25,133000,Terminée,4.6
M001709,U0147,Rédaction,2026-05-10,2026-05-15,69000,Terminée,4.6
M001710,U0148,Formation,2025-08-17,2025-08-19,110000,Terminée,4.9
M001711,U0148,Rédaction,2025-08-16,2025-08-18,81000,Terminée,4.5
M001712,U0148,Maintenance,2025-08-19,2025-08-27,21000,Terminée,4.2
M001713,U0148,Formation,2026-01-14,2026-01-22,70000,Terminée,4.9
M001714,U0148,Prestation,2026-01-06,2026-01-13,119000,Terminée,5
M001715,U0148,Développement,2026-02-20,2026-02-25,97000,Terminée,4.9
M001716,U0148,Rédaction,2026-02-01,2026-02-02,30000,Terminée,4.4
M001717,U0148,Design,2026-02-13,2026-02-15,25000,Terminée,3.8
M001718,U0148,Livraison,2026-03-11,2026-03-17,14000,Terminée,3.8
M001719,U0148,Formation,2026-03-14,2026-03-19,90000,Terminée,3.8
M001720,U0149,Vente,2025-07-11,2025-07-15,175000,Terminée,3.6
M001721,U0149,Prestation,2025-07-04,2025-07-07,121000,Terminée,3.9
M001722,U0149,Design,2025-07-14,2025-07-20,113000,Terminée,3.2
M001723,U0149,Développement,2025-10-14,2025-10-20,138000,Terminée,4.7
M001724,U0149,Prestation,2025-10-10,2025-10-14,48000,Terminée,4.4
M001725,U0149,Design,2025-10-18,2025-10-20,34000,Terminée,4.1
M001726,U0149,Rédaction,2025-11-20,2025-11-22,84000,Terminée,3.6
M001727,U0149,Formation,2025-12-14,2025-12-21,155000,Terminée,4.7
M001728,U0149,Maintenance,2026-01-16,2026-01-17,98000,En cours,4.0
M001729,U0149,Vente,2026-01-08,2026-01-13,165000,Annulée,2.0
M001730,U0149,Rédaction,2026-02-19,2026-02-26,107000,Terminée,3.8
M001731,U0149,Rédaction,2026-03-07,2026-03-13,166000,Terminée,4.2
M001732,U0149,Développement,2026-03-08,2026-03-09,134000,En cours,3.9
M001733,U0149,Formation,2026-04-03,2026-04-06,175000,Terminée,4.6
M001734,U0149,Prestation,2026-04-09,2026-04-11,38000,Terminée,4.0
M001735,U0149,Formation,2026-04-17,2026-04-21,44000,Terminée,4.2
M001736,U0149,Vente,2026-05-03,2026-05-06,43000,Terminée,4.4
M001737,U0149,Prestation,2026-06-13,2026-06-16,112000,Terminée,3.9
M001738,U0150,Livraison,2025-07-19,2025-07-27,64000,Annulée,1.7
M001739,U0150,Vente,2025-08-18,2025-08-19,25000,Terminée,3.6
M001740,U0150,Rédaction,2025-11-16,2025-11-19,156000,Annulée,1.9
M001741,U0150,Prestation,2025-12-04,2025-12-08,109000,Terminée,4.3
M001742,U0150,Design,2025-12-18,2025-12-19,164000,En cours,4.2
M001743,U0150,Rédaction,2026-01-07,2026-01-08,62000,En cours,4.4
M001744,U0150,Développement,2026-01-17,2026-01-23,148000,En cours,2.9
M001745,U0150,Vente,2026-01-13,2026-01-14,87000,Terminée,4.5
M001746,U0150,Maintenance,2026-02-17,2026-02-20,68000,Annulée,1.6
M001747,U0150,Développement,2026-02-16,2026-02-17,87000,Terminée,3.8
M001748,U0150,Maintenance,2026-02-14,2026-02-17,72000,Terminée,4.6
M001749,U0150,Design,2026-03-18,2026-03-22,162000,En cours,4.1
M001750,U0150,Vente,2026-03-01,2026-03-05,24000,Terminée,3.7
M001751,U0150,Vente,2026-03-16,2026-03-18,178000,Terminée,3.9
M001752,U0150,Vente,2026-04-08,2026-04-11,67000,Terminée,4.7
M001753,U0150,Maintenance,2026-04-09,2026-04-12,48000,En cours,4.2
M001754,U0150,Formation,2026-04-16,2026-04-18,112000,Terminée,4.6
M001755,U0150,Développement,2026-05-09,2026-05-14,104000,Terminée,4.5
M001756,U0150,Rédaction,2026-05-11,2026-05-15,132000,Terminée,4.3
M001757,U0151,Prestation,2025-07-03,2025-07-05,58000,Terminée,4.6
M001758,U0151,Livraison,2025-07-02,2025-07-03,121000,Terminée,4.5
M001759,U0151,Design,2025-07-05,2025-07-12,134000,Terminée,3.8
M001760,U0151,Formation,2025-07-15,2025-07-16,61000,Terminée,4.7
M001761,U0151,Vente,2025-09-20,2025-09-21,60000,Terminée,4.0
M001762,U0151,Développement,2025-09-17,2025-09-19,151000,Terminée,4.7
M001763,U0151,Design,2025-10-18,2025-10-25,82000,Terminée,5
M001764,U0151,Vente,2025-10-18,2025-10-21,18000,Terminée,4.0
M001765,U0151,Formation,2025-10-16,2025-10-23,128000,Terminée,4.8
M001766,U0151,Livraison,2025-11-04,2025-11-07,12000,Terminée,5
M001767,U0151,Maintenance,2025-11-14,2025-11-20,93000,Terminée,4.4
M001768,U0151,Prestation,2025-11-01,2025-11-09,83000,Terminée,5
M001769,U0151,Prestation,2025-12-20,2025-12-22,159000,Terminée,4.9
M001770,U0151,Vente,2025-12-05,2025-12-09,60000,Terminée,4.8
M001771,U0151,Maintenance,2025-12-02,2025-12-09,47000,Terminée,4.4
M001772,U0151,Formation,2026-01-14,2026-01-18,61000,Terminée,4.8
M001773,U0151,Formation,2026-01-16,2026-01-20,144000,Terminée,4.4
M001774,U0151,Rédaction,2026-05-05,2026-05-11,160000,Terminée,4.9
M001775,U0151,Design,2026-06-12,2026-06-15,88000,Terminée,4.3
M001776,U0151,Formation,2026-06-18,2026-06-22,106000,Terminée,4.7
M001777,U0152,Prestation,2025-08-08,2025-08-10,15000,Terminée,4.7
M001778,U0152,Développement,2025-08-01,2025-08-09,124000,Terminée,4.7
M001779,U0152,Livraison,2025-09-06,2025-09-07,15000,Terminée,4.9
M001780,U0152,Livraison,2025-09-20,2025-09-28,25000,Terminée,4.1
M001781,U0152,Rédaction,2025-10-08,2025-10-13,62000,Annulée,3.3
M001782,U0152,Livraison,2026-02-17,2026-02-18,160000,Annulée,1.7
M001783,U0152,Formation,2026-02-10,2026-02-16,96000,Terminée,3.9
M001784,U0152,Vente,2026-02-16,2026-02-17,16000,Terminée,3.3
M001785,U0152,Livraison,2026-03-02,2026-03-04,152000,Terminée,4.0
M001786,U0152,Formation,2026-03-09,2026-03-14,145000,Terminée,4.1
M001787,U0152,Développement,2026-06-12,2026-06-16,168000,Terminée,3.6
M001788,U0152,Formation,2026-06-10,2026-06-13,45000,Terminée,4.4
M001789,U0153,Maintenance,2025-08-17,2025-08-19,64000,Terminée,4.0
M001790,U0153,Formation,2025-08-15,2025-08-22,54000,Terminée,3.3
M001791,U0153,Prestation,2026-01-15,2026-01-22,17000,Annulée,1.7
M001792,U0153,Formation,2026-01-15,2026-01-23,60000,Terminée,4.0
M001793,U0153,Prestation,2026-01-03,2026-01-08,91000,Terminée,4.6
M001794,U0153,Rédaction,2026-02-03,2026-02-04,34000,Terminée,4.0
M001795,U0153,Maintenance,2026-05-13,2026-05-14,146000,Terminée,4.2
M001796,U0153,Rédaction,2026-05-14,2026-05-20,47000,Terminée,3.3
M001797,U0153,Développement,2026-06-13,2026-06-15,35000,Terminée,4.6
M001798,U0153,Design,2026-06-20,2026-06-26,125000,En cours,4.1
M001799,U0154,Rédaction,2025-08-13,2025-08-17,165000,Terminée,3.6
M001800,U0154,Formation,2025-08-09,2025-08-12,111000,Terminée,4.5
M001801,U0154,Livraison,2025-08-06,2025-08-09,148000,En cours,5
M001802,U0154,Design,2025-08-01,2025-08-04,68000,Terminée,5.0
M001803,U0154,Prestation,2025-09-10,2025-09-14,168000,Terminée,4.5
M001804,U0154,Livraison,2025-09-11,2025-09-15,68000,Terminée,4.1
M001805,U0154,Vente,2025-09-05,2025-09-12,105000,Terminée,4.5
M001806,U0154,Développement,2025-11-04,2025-11-05,144000,Terminée,4.4
M001807,U0154,Développement,2025-11-07,2025-11-15,161000,En cours,4.1
M001808,U0154,Formation,2025-12-04,2025-12-11,129000,Terminée,4.3
M001809,U0154,Vente,2026-02-04,2026-02-09,60000,Annulée,3.2
M001810,U0154,Design,2026-02-05,2026-02-11,49000,Terminée,4.3
M001811,U0154,Maintenance,2026-06-04,2026-06-07,142000,En cours,5
M001812,U0154,Développement,2026-06-20,2026-06-25,52000,En cours,4.2
M001813,U0154,Livraison,2026-06-04,2026-06-11,123000,Terminée,4.0
M001814,U0154,Formation,2026-06-06,2026-06-11,148000,Terminée,5
M001815,U0155,Développement,2025-07-04,2025-07-08,124000,Terminée,3.8
M001816,U0155,Développement,2025-08-15,2025-08-22,164000,Terminée,4.6
M001817,U0155,Vente,2025-08-02,2025-08-08,129000,Terminée,4.0
M001818,U0155,Vente,2025-08-05,2025-08-12,34000,Terminée,4.3
M001819,U0155,Design,2025-09-19,2025-09-26,153000,Terminée,4.9
M001820,U0155,Livraison,2025-10-09,2025-10-10,110000,Terminée,5
M001821,U0155,Design,2025-10-11,2025-10-12,160000,Terminée,4.4
M001822,U0155,Rédaction,2025-12-09,2025-12-17,93000,Terminée,4.8
M001823,U0155,Vente,2025-12-08,2025-12-14,109000,Terminée,3.7
M001824,U0155,Développement,2025-12-17,2025-12-20,57000,Terminée,4.3
M001825,U0155,Prestation,2026-01-04,2026-01-09,161000,En cours,3.7
M001826,U0155,Maintenance,2026-01-04,2026-01-06,149000,Terminée,3.5
M001827,U0155,Prestation,2026-05-15,2026-05-22,111000,Terminée,4.5
M001828,U0155,Maintenance,2026-05-19,2026-05-26,16000,Terminée,3.9
M001829,U0156,Rédaction,2025-09-12,2025-09-20,53000,Terminée,3.3
M001830,U0156,Livraison,2025-09-17,2025-09-22,40000,Terminée,3.8
M001831,U0156,Maintenance,2025-11-01,2025-11-07,68000,Terminée,4.4
M001832,U0156,Maintenance,2026-01-04,2026-01-12,18000,Annulée,2.4
M001833,U0156,Livraison,2026-01-14,2026-01-20,24000,Terminée,4.0
M001834,U0156,Développement,2026-02-07,2026-02-15,170000,Annulée,3.1
M001835,U0156,Vente,2026-03-18,2026-03-19,16000,Annulée,2.4
M001836,U0156,Vente,2026-03-20,2026-03-24,140000,Terminée,4.3
M001837,U0156,Rédaction,2026-03-19,2026-03-21,14000,Terminée,3.2
M001838,U0156,Vente,2026-05-05,2026-05-08,139000,Annulée,3.0
M001839,U0156,Design,2026-05-09,2026-05-17,79000,Terminée,4.8
M001840,U0156,Livraison,2026-06-17,2026-06-18,62000,Terminée,3.6
M001841,U0156,Rédaction,2026-06-03,2026-06-07,113000,Terminée,4.0
M001842,U0156,Rédaction,2026-06-01,2026-06-07,26000,Terminée,3.7
M001843,U0157,Rédaction,2025-07-12,2025-07-19,133000,En cours,3.2
M001844,U0157,Rédaction,2025-07-09,2025-07-15,169000,Annulée,3.4
M001845,U0157,Livraison,2025-07-15,2025-07-17,65000,En cours,3.8
M001846,U0157,Design,2025-07-08,2025-07-11,166000,Terminée,3.8
M001847,U0157,Vente,2025-08-01,2025-08-07,70000,Annulée,2.7
M001848,U0157,Design,2025-10-10,2025-10-12,116000,Terminée,4.0
M001849,U0157,Maintenance,2025-10-03,2025-10-09,102000,Terminée,3.7
M001850,U0157,Formation,2025-11-05,2025-11-09,99000,Terminée,4.5
M001851,U0157,Livraison,2025-11-16,2025-11-19,131000,Terminée,4.0
M001852,U0157,Rédaction,2025-12-19,2025-12-20,26000,Terminée,3.8
M001853,U0157,Livraison,2025-12-10,2025-12-15,152000,Terminée,3.9
M001854,U0157,Maintenance,2025-12-09,2025-12-11,28000,Terminée,4.8
M001855,U0157,Développement,2025-12-05,2025-12-12,25000,Terminée,3.9
M001856,U0157,Formation,2026-01-09,2026-01-17,50000,Terminée,3.9
M001857,U0157,Formation,2026-01-07,2026-01-10,111000,Terminée,4.5
M001858,U0157,Design,2026-04-19,2026-04-24,14000,Terminée,4.4
M001859,U0157,Design,2026-06-02,2026-06-08,85000,Terminée,3.8
M001860,U0158,Maintenance,2025-07-01,2025-07-09,116000,Terminée,4.4
M001861,U0158,Vente,2025-08-20,2025-08-24,111000,Annulée,2.0
M001862,U0158,Vente,2026-02-15,2026-02-22,17000,Terminée,2.9
M001863,U0158,Développement,2026-02-12,2026-02-20,160000,Terminée,4.0
M001864,U0159,Vente,2025-07-20,2025-07-28,80000,Terminée,4.4
M001865,U0159,Maintenance,2025-07-12,2025-07-13,46000,En cours,4.3
M001866,U0159,Développement,2025-09-11,2025-09-17,145000,Terminée,4.8
M001867,U0159,Vente,2025-09-04,2025-09-08,16000,Terminée,5
M001868,U0159,Design,2025-09-08,2025-09-16,74000,En cours,4.2
M001869,U0159,Design,2025-11-03,2025-11-11,139000,Terminée,4.4
M001870,U0159,Livraison,2025-11-15,2025-11-20,153000,Terminée,4.9
M001871,U0159,Développement,2025-11-07,2025-11-11,117000,Terminée,4.5
M001872,U0159,Rédaction,2026-01-12,2026-01-17,93000,Terminée,4.4
M001873,U0159,Développement,2026-01-02,2026-01-08,44000,Terminée,4.3
M001874,U0159,Design,2026-03-14,2026-03-20,89000,Terminée,3.6
M001875,U0159,Développement,2026-03-20,2026-03-23,89000,Terminée,4.3
M001876,U0159,Rédaction,2026-03-14,2026-03-21,29000,En cours,3.8
M001877,U0159,Développement,2026-04-06,2026-04-08,52000,Terminée,3.5
M001878,U0159,Vente,2026-04-16,2026-04-20,118000,Terminée,4.6
M001879,U0159,Rédaction,2026-05-02,2026-05-08,134000,Terminée,4.6
M001880,U0160,Design,2025-09-04,2025-09-07,171000,Terminée,4.0
M001881,U0160,Prestation,2025-09-11,2025-09-19,60000,Terminée,4.5
M001882,U0160,Design,2025-10-20,2025-10-26,42000,Terminée,4.5
M001883,U0160,Maintenance,2025-12-04,2025-12-07,116000,Terminée,3.7
M001884,U0160,Maintenance,2025-12-18,2025-12-25,167000,Terminée,4.1
M001885,U0160,Maintenance,2026-04-09,2026-04-11,132000,Terminée,3.9
M001886,U0160,Développement,2026-05-07,2026-05-13,172000,Terminée,4.7
M001887,U0160,Design,2026-05-01,2026-05-07,46000,Terminée,3.8
M001888,U0160,Vente,2026-05-13,2026-05-16,135000,En cours,4.5
M001889,U0160,Formation,2026-06-10,2026-06-12,113000,Terminée,3.9
M001890,U0161,Développement,2025-07-16,2025-07-24,50000,Terminée,3.8
M001891,U0161,Formation,2025-08-19,2025-08-24,49000,Terminée,3.8
M001892,U0161,Rédaction,2025-08-19,2025-08-20,37000,Terminée,4.4
M001893,U0161,Formation,2025-09-14,2025-09-20,110000,Terminée,4.0
M001894,U0161,Développement,2025-09-11,2025-09-17,161000,Terminée,3.9
M001895,U0161,Rédaction,2025-10-18,2025-10-22,72000,Terminée,4.9
M001896,U0161,Rédaction,2025-10-13,2025-10-15,109000,Annulée,2.7
M001897,U0161,Vente,2025-11-11,2025-11-12,115000,Terminée,3.7
M001898,U0161,Vente,2025-11-17,2025-11-20,18000,Terminée,4.0
M001899,U0161,Maintenance,2026-02-10,2026-02-12,85000,Terminée,4.4
M001900,U0161,Vente,2026-02-12,2026-02-15,36000,Terminée,4.5
M001901,U0161,Vente,2026-04-20,2026-04-24,124000,Terminée,3.3
M001902,U0161,Maintenance,2026-04-16,2026-04-19,18000,Terminée,3.6
M001903,U0161,Formation,2026-06-13,2026-06-16,40000,Terminée,4.0
M001904,U0162,Maintenance,2025-10-03,2025-10-11,48000,Terminée,4.1
M001905,U0162,Design,2025-11-10,2025-11-15,15000,Annulée,3.4
M001906,U0162,Prestation,2025-11-10,2025-11-17,107000,Terminée,3.6
M001907,U0162,Formation,2025-12-19,2025-12-23,87000,Terminée,4.3
M001908,U0162,Maintenance,2025-12-20,2025-12-27,59000,En cours,3.9
M001909,U0162,Design,2026-03-14,2026-03-16,145000,Terminée,4.2
M001910,U0162,Formation,2026-04-09,2026-04-13,78000,Terminée,3.0
M001911,U0162,Maintenance,2026-04-15,2026-04-22,107000,Annulée,2.2
M001912,U0162,Maintenance,2026-05-19,2026-05-25,61000,Terminée,3.9
M001913,U0163,Vente,2025-10-05,2025-10-06,172000,Terminée,4.2
M001914,U0163,Vente,2026-03-05,2026-03-11,179000,Terminée,4.6
M001915,U0163,Vente,2026-04-04,2026-04-10,173000,Terminée,3.7
M001916,U0163,Vente,2026-04-12,2026-04-17,177000,Terminée,4.2
M001917,U0163,Livraison,2026-05-11,2026-05-16,174000,Terminée,4.0
M001918,U0163,Rédaction,2026-05-03,2026-05-08,93000,Terminée,5
M001919,U0163,Formation,2026-06-05,2026-06-12,60000,Terminée,4.1
M001920,U0164,Formation,2025-07-11,2025-07-17,105000,Terminée,4.5
M001921,U0164,Vente,2025-10-20,2025-10-21,172000,Terminée,3.6
M001922,U0164,Design,2026-01-08,2026-01-09,56000,Annulée,1.7
M001923,U0164,Formation,2026-01-04,2026-01-11,26000,Terminée,4.2
M001924,U0164,Prestation,2026-01-14,2026-01-22,50000,Terminée,4.8
M001925,U0164,Prestation,2026-02-17,2026-02-24,137000,Terminée,4.2
M001926,U0164,Design,2026-02-06,2026-02-08,166000,Terminée,4.3
M001927,U0164,Vente,2026-04-20,2026-04-28,86000,Terminée,3.6
M001928,U0164,Maintenance,2026-04-16,2026-04-24,166000,Annulée,2.5
M001929,U0164,Maintenance,2026-05-13,2026-05-16,164000,Terminée,3.8
M001930,U0165,Design,2025-07-11,2025-07-16,74000,Terminée,3.8
M001931,U0165,Livraison,2025-07-07,2025-07-15,36000,Terminée,3.7
M001932,U0165,Livraison,2025-08-04,2025-08-09,16000,En cours,3.0
M001933,U0165,Rédaction,2025-08-15,2025-08-16,71000,Terminée,3.9
M001934,U0165,Développement,2025-08-13,2025-08-17,137000,Annulée,2.8
M001935,U0165,Design,2025-10-02,2025-10-06,60000,Terminée,3.8
M001936,U0165,Maintenance,2025-10-07,2025-10-11,39000,En cours,3.8
M001937,U0165,Développement,2025-11-20,2025-11-28,37000,Terminée,4.1
M001938,U0165,Livraison,2025-11-11,2025-11-14,96000,Terminée,3.8
M001939,U0165,Formation,2025-12-06,2025-12-10,66000,Terminée,4.2
