id_transaction,id_utilisateur,date_transaction,type_transaction,canal,montant,categorie
T0005916,U0143,2025-11-19,Sortie,Mobile money,63000,Fournisseur
T0005917,U0143,2025-11-04,Entrée,Mobile money,123000,Dépôt
T0005918,U0143,2025-12-28,Entrée,Mobile money,41000,Dépôt
T0005919,U0143,2025-12-04,Sortie,Cash,15000,Transport
T0005920,U0143,2026-01-02,Entrée,Mobile money,71500,Transfert reçu
T0005921,U0143,2026-01-10,Sortie,Virement,37000,Transport
T0005922,U0143,2026-01-19,Entrée,Cash,84000,Dépôt
T0005923,U0143,2026-01-15,Sortie,Cash,61000,Transfert envoyé
T0005924,U0143,2026-01-24,Entrée,Mobile money,101000,Transfert reçu
T0005925,U0143,2026-01-27,Sortie,Mobile money,1000,Transfert envoyé
T0005926,U0143,2026-01-14,Entrée,Mobile money,143500,Vente
T0005927,U0143,2026-02-15,Sortie,Mobile money,31500,Transport
T0005928,U0143,2026-02-17,Entrée,Cash,49000,Transfert reçu
T0005929,U0143,2026-03-16,Sortie,Cash,66000,Transfert envoyé
T0005930,U0143,2026-03-04,Sortie,Mobile money,30000,Dépense activité
T0005931,U0143,2026-04-14,Entrée,Mobile money,52500,Transfert reçu
T0005932,U0143,2026-04-27,Entrée,Mobile money,44000,Vente
T0005933,U0143,2026-04-21,Entrée,Cash,115500,Transfert reçu
T0005934,U0143,2026-04-27,Sortie,Cash,63000,Transport
T0005935,U0143,2026-04-22,Sortie,Mobile money,17000,Retrait
T0005936,U0143,2026-04-08,Entrée,Virement,24000,Vente
T0005937,U0143,2026-04-28,Sortie,Mobile money,78500,Retrait
T0005938,U0143,2026-04-19,Sortie,Cash,22000,Transfert envoyé
T0005939,U0143,2026-05-06,Entrée,Mobile money,51000,Transfert reçu
T0005940,U0143,2026-05-11,Sortie,Mobile money,76000,Dépense activité
T0005941,U0143,2026-05-18,Sortie,Mobile money,58000,Transfert envoyé
T0005942,U0143,2026-05-02,Entrée,Cash,107500,Transfert reçu
T0005943,U0143,2026-05-03,Entrée,Virement,144500,Paiement client
T0005944,U0143,2026-06-05,Entrée,Mobile money,73000,Paiement client
T0005945,U0143,2026-06-13,Entrée,Mobile money,117000,Transfert reçu
T0005946,U0144,2025-07-12,Entrée,Mobile money,15500,Dépôt
T0005947,U0144,2025-07-17,Entrée,Mobile money,83000,Vente
T0005948,U0144,2025-08-16,Entrée,Cash,66500,Transfert reçu
T0005949,U0144,2025-08-03,Sortie,Virement,23000,Fournisseur
T0005950,U0144,2025-08-13,Sortie,Cash,19000,Retrait
T0005951,U0144,2025-09-01,Entrée,Cash,129500,Transfert reçu
T0005952,U0144,2025-09-07,Entrée,Mobile money,65000,Dépôt
T0005953,U0144,2025-10-16,Sortie,Mobile money,73500,Dépense activité
T0005954,U0144,2025-10-26,Entrée,Mobile money,16500,Vente
T0005955,U0144,2025-11-08,Entrée,Mobile money,66000,Paiement client
T0005956,U0144,2025-11-25,Entrée,Mobile money,13500,Transfert reçu
T0005957,U0144,2025-11-05,Sortie,Mobile money,24500,Retrait
T0005958,U0144,2025-11-16,Entrée,Mobile money,28500,Transfert reçu
T0005959,U0144,2025-11-07,Sortie,Virement,70000,Transport
T0005960,U0144,2025-12-01,Entrée,Cash,41000,Paiement client
T0005961,U0144,2025-12-20,Sortie,Cash,35500,Fournisseur
T0005962,U0144,2025-12-14,Entrée,Mobile money,62500,Paiement client
T0005963,U0144,2025-12-12,Entrée,Mobile money,74000,Vente
T0005964,U0144,2025-12-09,Entrée,Mobile money,76500,Dépôt
T0005965,U0144,2025-12-08,Sortie,Cash,61500,Transfert envoyé
T0005966,U0144,2026-01-13,Entrée,Virement,93000,Dépôt
T0005967,U0144,2026-01-27,Sortie,Mobile money,47000,Fournisseur
T0005968,U0144,2026-02-03,Entrée,Mobile money,70500,Paiement client
T0005969,U0144,2026-02-01,Entrée,Mobile money,38500,Paiement client
T0005970,U0144,2026-02-02,Sortie,Mobile money,18500,Retrait
T0005971,U0144,2026-02-06,Entrée,Virement,143500,Paiement client
T0005972,U0144,2026-03-25,Sortie,Mobile money,1000,Retrait
T0005973,U0144,2026-03-18,Entrée,Mobile money,76500,Transfert reçu
T0005974,U0144,2026-04-06,Sortie,Mobile money,76500,Dépense activité
T0005975,U0144,2026-05-27,Entrée,Virement,5500,Dépôt
T0005976,U0144,2026-05-07,Sortie,Cash,49500,Fournisseur
T0005977,U0144,2026-06-26,Entrée,Mobile money,110000,Dépôt
T0005978,U0144,2026-06-25,Entrée,Virement,111000,Paiement client
T0005979,U0144,2026-06-05,Entrée,Virement,149000,Transfert reçu
T0005980,U0144,2026-06-10,Entrée,Cash,3000,Vente
T0005981,U0144,2026-06-02,Entrée,Cash,111000,Paiement client
T0005982,U0144,2026-06-10,Sortie,Mobile money,70500,Transfert envoyé
T0005983,U0144,2026-06-07,Sortie,Mobile money,11500,Transfert envoyé
T0005984,U0145,2025-07-10,Sortie,Cash,2000,Retrait
T0005985,U0145,2025-07-27,Sortie,Mobile money,67000,Retrait
T0005986,U0145,2025-08-06,Sortie,Mobile money,70500,Retrait
T0005987,U0145,2025-08-04,Entrée,Mobile money,12500,Vente
T0005988,U0145,2025-09-10,Sortie,Mobile money,4500,Fournisseur
T0005989,U0145,2025-10-20,Sortie,Cash,7500,Dépense activité
T0005990,U0145,2025-10-24,Sortie,Mobile money,79000,Dépense activité
T0005991,U0145,2025-11-21,Entrée,Virement,49000,Transfert reçu
T0005992,U0145,2025-12-14,Entrée,Mobile money,58000,Dépôt
T0005993,U0145,2025-12-14,Entrée,Virement,23500,Transfert reçu
T0005994,U0145,2026-02-07,Entrée,Cash,39000,Dépôt
T0005995,U0145,2026-02-25,Sortie,Mobile money,45000,Fournisseur
T0005996,U0145,2026-02-21,Entrée,Mobile money,30500,Transfert reçu
T0005997,U0145,2026-02-09,Sortie,Mobile money,64500,Dépense activité
T0005998,U0145,2026-03-27,Entrée,Mobile money,41500,Vente
T0005999,U0145,2026-03-10,Sortie,Mobile money,63500,Transfert envoyé
T0006000,U0145,2026-03-27,Sortie,Mobile money,59500,Dépense activité
T0006001,U0145,2026-03-05,Sortie,Mobile money,16000,Fournisseur
T0006002,U0145,2026-03-11,Entrée,Virement,146500,Transfert reçu
T0006003,U0145,2026-03-10,Sortie,Mobile money,57000,Fournisseur
T0006004,U0145,2026-04-11,Sortie,Mobile money,25000,Transfert envoyé
T0006005,U0145,2026-04-08,Sortie,Mobile money,50500,Fournisseur
T0006006,U0145,2026-05-05,Sortie,Cash,13000,Dépense activité
T0006007,U0145,2026-05-08,Sortie,Mobile money,24500,Retrait
T0006008,U0145,2026-05-11,Entrée,Mobile money,99000,Dépôt
T0006009,U0145,2026-05-04,Entrée,Mobile money,129500,Paiement client
T0006010,U0145,2026-05-20,Sortie,Cash,10500,Retrait
T0006011,U0145,2026-06-11,Entrée,Mobile money,112500,Vente
T0006012,U0146,2025-07-22,Sortie,Mobile money,32500,Fournisseur
T0006013,U0146,2025-07-07,Entrée,Virement,51000,Vente
T0006014,U0146,2025-07-14,Sortie,Mobile money,29000,Retrait
T0006015,U0146,2025-08-09,Sortie,Mobile money,37000,Retrait
T0006016,U0146,2025-08-12,Sortie,Mobile money,12000,Fournisseur
T0006017,U0146,2025-08-20,Sortie,Cash,58500,Transfert envoyé
T0006018,U0146,2025-08-05,Sortie,Virement,23500,Fournisseur
T0006019,U0146,2025-08-10,Sortie,Mobile money,59500,Transport
T0006020,U0146,2025-08-21,Sortie,Cash,46000,Transport
T0006021,U0146,2025-09-13,Sortie,Cash,33500,Retrait
T0006022,U0146,2025-10-12,Entrée,Mobile money,30500,Dépôt
T0006023,U0146,2025-10-23,Entrée,Mobile money,129500,Vente
T0006024,U0146,2025-10-21,Sortie,Mobile money,58500,Dépense activité
T0006025,U0146,2025-10-01,Sortie,Mobile money,56500,Dépense activité
T0006026,U0146,2025-10-12,Sortie,Virement,19000,Dépense activité
T0006027,U0146,2025-10-23,Entrée,Cash,42500,Vente
T0006028,U0146,2025-10-18,Sortie,Mobile money,36000,Retrait
T0006029,U0146,2025-11-03,Sortie,Cash,53000,Transport
T0006030,U0146,2025-11-14,Entrée,Mobile money,89000,Paiement client
T0006031,U0146,2025-11-03,Sortie,Mobile money,49500,Retrait
T0006032,U0146,2025-11-24,Entrée,Mobile money,133500,Paiement client
T0006033,U0146,2025-11-06,Sortie,Cash,37000,Dépense activité
T0006034,U0146,2025-12-01,Sortie,Cash,71500,Transport
T0006035,U0146,2026-01-20,Sortie,Virement,19000,Fournisseur
T0006036,U0146,2026-01-05,Entrée,Cash,29500,Vente
T0006037,U0146,2026-02-05,Entrée,Mobile money,90500,Paiement client
T0006038,U0146,2026-02-11,Entrée,Mobile money,144500,Paiement client
T0006039,U0146,2026-02-03,Entrée,Cash,34000,Paiement client
T0006040,U0146,2026-02-03,Entrée,Cash,23000,Paiement client
T0006041,U0146,2026-02-21,Entrée,Virement,120500,Transfert reçu
T0006042,U0146,2026-03-26,Sortie,Mobile money,11000,Retrait
T0006043,U0146,2026-03-22,Sortie,Virement,50500,Dépense activité
T0006044,U0146,2026-04-01,Entrée,Mobile money,59000,Transfert reçu
T0006045,U0146,2026-04-18,Sortie,Mobile money,14500,Dépense activité
T0006046,U0146,2026-04-24,Sortie,Mobile money,79500,Fournisseur
T0006047,U0146,2026-04-27,Sortie,Cash,20500,Transfert envoyé
T0006048,U0146,2026-04-27,Entrée,Cash,47500,Transfert reçu
T0006049,U0146,2026-05-14,Sortie,Mobile money,12000,Fournisseur
T0006050,U0146,2026-05-11,Entrée,Cash,118500,Transfert reçu
T0006051,U0146,2026-06-20,Entrée,Cash,74000,Dépôt
T0006052,U0146,2026-06-26,Entrée,Virement,110000,Dépôt
T0006053,U0146,2026-06-14,Sortie,Mobile money,14500,Fournisseur
T0006054,U0147,2025-08-16,Entrée,Mobile money,103000,Transfert reçu
T0006055,U0147,2025-08-05,Sortie,Virement,63500,Retrait
T0006056,U0147,2025-08-13,Sortie,Cash,4500,Transfert envoyé
T0006057,U0147,2025-08-06,Sortie,Mobile money,17000,Retrait
T0006058,U0147,2025-08-01,Sortie,Mobile money,7000,Dépense activité
T0006059,U0147,2025-08-20,Sortie,Virement,24000,Dépense activité
T0006060,U0147,2025-09-02,Sortie,Cash,12000,Fournisseur
T0006061,U0147,2025-10-28,Sortie,Mobile money,37000,Transport
T0006062,U0147,2025-10-06,Entrée,Virement,102500,Transfert reçu
T0006063,U0147,2025-11-25,Sortie,Mobile money,63500,Transport
T0006064,U0147,2025-12-03,Entrée,Mobile money,109500,Paiement client
T0006065,U0147,2025-12-09,Entrée,Mobile money,106000,Dépôt
T0006066,U0147,2026-01-03,Sortie,Cash,59500,Transport
T0006067,U0147,2026-02-01,Sortie,Mobile money,37000,Retrait
T0006068,U0147,2026-02-24,Sortie,Cash,69500,Dépense activité
T0006069,U0147,2026-02-06,Sortie,Virement,19000,Dépense activité
T0006070,U0147,2026-03-05,Sortie,Virement,7500,Dépense activité
T0006071,U0147,2026-03-04,Sortie,Mobile money,40000,Transfert envoyé
T0006072,U0147,2026-04-25,Sortie,Mobile money,74000,Fournisseur
T0006073,U0147,2026-04-24,Entrée,Mobile money,73500,Transfert reçu
T0006074,U0147,2026-04-23,Sortie,Mobile money,1500,Retrait
T0006075,U0147,2026-04-06,Sortie,Cash,73500,Fournisseur
T0006076,U0147,2026-04-20,Entrée,Mobile money,129000,Paiement client
T0006077,U0147,2026-04-24,Sortie,Mobile money,54000,Dépense activité
T0006078,U0147,2026-04-06,Entrée,Mobile money,78000,Transfert reçu
T0006079,U0147,2026-04-22,Entrée,Virement,98000,Dépôt
T0006080,U0147,2026-05-14,Sortie,Virement,27500,Dépense activité
T0006081,U0147,2026-05-20,Entrée,Cash,40000,Paiement client
T0006082,U0147,2026-05-28,Sortie,Mobile money,1500,Fournisseur
T0006083,U0147,2026-05-02,Entrée,Mobile money,80000,Transfert reçu
T0006084,U0147,2026-05-17,Entrée,Mobile money,30500,Vente
T0006085,U0147,2026-05-26,Entrée,Mobile money,29000,Transfert reçu
T0006086,U0147,2026-05-26,Sortie,Virement,72000,Dépense activité
T0006087,U0147,2026-05-15,Entrée,Cash,130500,Paiement client
T0006088,U0148,2025-07-20,Sortie,Mobile money,75000,Fournisseur
T0006089,U0148,2025-07-07,Sortie,Cash,12000,Dépense activité
T0006090,U0148,2025-08-15,Sortie,Virement,19000,Dépense activité
T0006091,U0148,2025-08-26,Entrée,Mobile money,24500,Paiement client
T0006092,U0148,2025-08-20,Entrée,Mobile money,7000,Transfert reçu
T0006093,U0148,2025-09-14,Sortie,Mobile money,20000,Transport
T0006094,U0148,2025-09-17,Entrée,Mobile money,119500,Vente
T0006095,U0148,2025-10-09,Sortie,Mobile money,36500,Dépense activité
T0006096,U0148,2025-11-20,Sortie,Cash,48000,Retrait
T0006097,U0148,2025-12-03,Sortie,Mobile money,42500,Dépense activité
T0006098,U0148,2026-01-11,Entrée,Cash,55000,Paiement client
T0006099,U0148,2026-01-08,Sortie,Mobile money,36000,Transfert envoyé
T0006100,U0148,2026-01-23,Entrée,Virement,21000,Transfert reçu
T0006101,U0148,2026-01-13,Sortie,Mobile money,64500,Retrait
T0006102,U0148,2026-01-14,Entrée,Mobile money,139000,Dépôt
T0006103,U0148,2026-02-27,Sortie,Mobile money,53500,Retrait
T0006104,U0148,2026-02-08,Entrée,Mobile money,47000,Transfert reçu
T0006105,U0148,2026-02-05,Entrée,Cash,57000,Dépôt
T0006106,U0148,2026-02-16,Sortie,Mobile money,22000,Dépense activité
T0006107,U0148,2026-02-28,Sortie,Virement,38000,Retrait
T0006108,U0148,2026-02-27,Entrée,Virement,120500,Paiement client
T0006109,U0148,2026-02-17,Entrée,Mobile money,95500,Dépôt
T0006110,U0148,2026-02-25,Entrée,Mobile money,58000,Paiement client
T0006111,U0148,2026-03-10,Entrée,Mobile money,105500,Vente
T0006112,U0148,2026-03-25,Entrée,Mobile money,76000,Vente
T0006113,U0148,2026-03-19,Entrée,Mobile money,23000,Dépôt
T0006114,U0148,2026-03-02,Sortie,Mobile money,7500,Fournisseur
T0006115,U0148,2026-03-22,Sortie,Mobile money,57000,Retrait
T0006116,U0148,2026-03-20,Sortie,Mobile money,65500,Fournisseur
T0006117,U0148,2026-04-22,Sortie,Cash,72000,Fournisseur
T0006118,U0148,2026-04-20,Entrée,Mobile money,143000,Vente
T0006119,U0148,2026-05-16,Entrée,Mobile money,97000,Transfert reçu
T0006120,U0148,2026-05-16,Entrée,Cash,135000,Paiement client
T0006121,U0148,2026-06-25,Entrée,Virement,138500,Paiement client
T0006122,U0148,2026-06-04,Sortie,Mobile money,64000,Transport
T0006123,U0149,2025-07-23,Sortie,Cash,1500,Transfert envoyé
T0006124,U0149,2025-07-03,Entrée,Mobile money,20000,Dépôt
T0006125,U0149,2025-07-03,Sortie,Mobile money,5000,Retrait
T0006126,U0149,2025-07-28,Entrée,Cash,25500,Transfert reçu
T0006127,U0149,2025-07-15,Sortie,Mobile money,21000,Transport
T0006128,U0149,2025-07-03,Sortie,Mobile money,37000,Dépense activité
T0006129,U0149,2025-07-28,Sortie,Mobile money,19000,Transport
T0006130,U0149,2025-07-17,Entrée,Mobile money,115000,Dépôt
T0006131,U0149,2025-08-04,Sortie,Mobile money,37000,Fournisseur
T0006132,U0149,2025-10-03,Entrée,Mobile money,115500,Dépôt
T0006133,U0149,2025-10-25,Entrée,Cash,4000,Vente
T0006134,U0149,2025-10-26,Entrée,Mobile money,34500,Paiement client
T0006135,U0149,2025-10-25,Entrée,Cash,136500,Transfert reçu
T0006136,U0149,2025-10-28,Entrée,Cash,124500,Transfert reçu
T0006137,U0149,2025-11-04,Entrée,Mobile money,90000,Vente
T0006138,U0149,2025-11-11,Sortie,Mobile money,78000,Dépense activité
T0006139,U0149,2025-11-13,Sortie,Mobile money,48000,Dépense activité
T0006140,U0149,2025-11-27,Entrée,Cash,104000,Paiement client
T0006141,U0149,2025-11-24,Sortie,Mobile money,45500,Retrait
T0006142,U0149,2025-12-02,Entrée,Mobile money,135000,Vente
T0006143,U0149,2025-12-16,Sortie,Mobile money,2000,Dépense activité
T0006144,U0149,2026-01-13,Entrée,Mobile money,56500,Transfert reçu
T0006145,U0149,2026-01-20,Sortie,Virement,75000,Retrait
T0006146,U0149,2026-01-13,Sortie,Mobile money,67500,Retrait
T0006147,U0149,2026-01-09,Sortie,Mobile money,31500,Transfert envoyé
T0006148,U0149,2026-01-05,Sortie,Cash,48500,Dépense activité
T0006149,U0149,2026-02-25,Sortie,Mobile money,54500,Transport
T0006150,U0149,2026-02-02,Sortie,Mobile money,33500,Transfert envoyé
T0006151,U0149,2026-02-09,Entrée,Mobile money,42500,Paiement client
T0006152,U0149,2026-02-04,Sortie,Cash,63000,Fournisseur
T0006153,U0149,2026-02-08,Entrée,Mobile money,130500,Transfert reçu
T0006154,U0149,2026-02-26,Entrée,Mobile money,43000,Dépôt
T0006155,U0149,2026-02-27,Entrée,Mobile money,43500,Vente
T0006156,U0149,2026-02-01,Entrée,Mobile money,112000,Paiement client
T0006157,U0149,2026-03-20,Entrée,Virement,11500,Transfert reçu
T0006158,U0149,2026-03-14,Entrée,Virement,98000,Paiement client
T0006159,U0149,2026-03-01,Entrée,Mobile money,116000,Vente
T0006160,U0149,2026-03-10,Sortie,Cash,11500,Dépense activité
T0006161,U0149,2026-04-21,Entrée,Mobile money,34500,Paiement client
T0006162,U0149,2026-04-23,Entrée,Mobile money,5000,Dépôt
T0006163,U0149,2026-04-18,Sortie,Mobile money,77000,Dépense activité
T0006164,U0149,2026-04-24,Sortie,Cash,72000,Fournisseur
T0006165,U0149,2026-05-25,Entrée,Mobile money,83000,Dépôt
T0006166,U0149,2026-05-17,Sortie,Mobile money,30000,Dépense activité
T0006167,U0149,2026-05-21,Sortie,Cash,56500,Fournisseur
T0006168,U0149,2026-06-18,Entrée,Virement,93500,Dépôt
T0006169,U0149,2026-06-19,Entrée,Virement,141000,Vente
T0006170,U0149,2026-06-15,Sortie,Cash,63000,Transport
T0006171,U0149,2026-06-12,Sortie,Mobile money,76500,Transfert envoyé
T0006172,U0150,2025-07-04,Entrée,Mobile money,59500,Paiement client
T0006173,U0150,2025-07-04,Entrée,Mobile money,133000,Paiement client
T0006174,U0150,2025-08-13,Sortie,Cash,33500,Retrait
T0006175,U0150,2025-08-20,Entrée,Virement,65000,Paiement client
T0006176,U0150,2025-08-12,Sortie,Mobile money,76000,Fournisseur
T0006177,U0150,2025-08-23,Entrée,Mobile money,96500,Transfert reçu
T0006178,U0150,2025-08-12,Sortie,Mobile money,3000,Retrait
T0006179,U0150,2025-08-15,Entrée,Mobile money,15500,Dépôt
T0006180,U0150,2025-09-07,Entrée,Mobile money,51000,Dépôt
T0006181,U0150,2025-10-05,Entrée,Mobile money,36000,Paiement client
T0006182,U0150,2025-10-03,Entrée,Mobile money,60500,Dépôt
T0006183,U0150,2025-11-19,Sortie,Mobile money,76500,Transfert envoyé
T0006184,U0150,2025-11-03,Entrée,Mobile money,10500,Dépôt
T0006185,U0150,2025-11-05,Entrée,Virement,140000,Transfert reçu
T0006186,U0150,2025-11-20,Sortie,Cash,36500,Transfert envoyé
T0006187,U0150,2025-11-10,Sortie,Virement,30000,Transfert envoyé
T0006188,U0150,2025-12-27,Entrée,Mobile money,126500,Vente
T0006189,U0150,2025-12-27,Entrée,Mobile money,90000,Paiement client
T0006190,U0150,2025-12-25,Sortie,Mobile money,25000,Dépense activité
T0006191,U0150,2025-12-01,Sortie,Mobile money,43000,Retrait
T0006192,U0150,2025-12-18,Sortie,Mobile money,7500,Retrait
T0006193,U0150,2026-01-24,Entrée,Mobile money,38000,Transfert reçu
T0006194,U0150,2026-01-01,Entrée,Mobile money,85000,Transfert reçu
T0006195,U0150,2026-01-03,Entrée,Mobile money,124000,Dépôt
T0006196,U0150,2026-01-22,Entrée,Mobile money,104000,Vente
T0006197,U0150,2026-01-03,Sortie,Mobile money,31500,Dépense activité
T0006198,U0150,2026-01-19,Sortie,Virement,22500,Transport
T0006199,U0150,2026-02-13,Entrée,Virement,31000,Paiement client
T0006200,U0150,2026-02-15,Entrée,Mobile money,63500,Vente
T0006201,U0150,2026-02-28,Entrée,Mobile money,131000,Dépôt
T0006202,U0150,2026-03-21,Sortie,Mobile money,47500,Retrait
T0006203,U0150,2026-03-28,Sortie,Mobile money,17000,Transfert envoyé
T0006204,U0150,2026-03-01,Sortie,Cash,56500,Dépense activité
T0006205,U0150,2026-03-06,Sortie,Cash,79500,Transfert envoyé
T0006206,U0150,2026-04-12,Sortie,Virement,55500,Fournisseur
T0006207,U0150,2026-04-14,Sortie,Mobile money,63500,Dépense activité
T0006208,U0150,2026-05-27,Entrée,Mobile money,138000,Transfert reçu
T0006209,U0150,2026-05-25,Entrée,Virement,46500,Paiement client
T0006210,U0150,2026-05-15,Sortie,Mobile money,59000,Fournisseur
T0006211,U0151,2025-07-23,Entrée,Mobile money,58500,Paiement client
T0006212,U0151,2025-07-15,Sortie,Mobile money,48500,Transport
T0006213,U0151,2025-07-10,Entrée,Cash,117500,Dépôt
T0006214,U0151,2025-07-04,Sortie,Mobile money,59000,Fournisseur
T0006215,U0151,2025-07-08,Entrée,Mobile money,68000,Transfert reçu
T0006216,U0151,2025-07-08,Entrée,Mobile money,103500,Transfert reçu
T0006217,U0151,2025-07-18,Entrée,Mobile money,87500,Vente
T0006218,U0151,2025-07-23,Sortie,Mobile money,27000,Transfert envoyé
T0006219,U0151,2025-08-05,Entrée,Mobile money,93000,Vente
T0006220,U0151,2025-09-15,Entrée,Virement,12000,Dépôt
T0006221,U0151,2025-09-19,Entrée,Mobile money,23500,Paiement client
T0006222,U0151,2025-09-23,Entrée,Virement,119500,Dépôt
T0006223,U0151,2025-09-11,Entrée,Mobile money,123000,Transfert reçu
T0006224,U0151,2025-09-03,Sortie,Mobile money,9000,Fournisseur
T0006225,U0151,2025-09-22,Sortie,Mobile money,21000,Transport
T0006226,U0151,2025-10-12,Sortie,Virement,10000,Dépense activité
T0006227,U0151,2025-10-23,Entrée,Cash,41000,Vente
T0006228,U0151,2025-10-13,Entrée,Cash,52500,Transfert reçu
T0006229,U0151,2025-10-16,Entrée,Cash,41500,Transfert reçu
T0006230,U0151,2025-11-16,Entrée,Mobile money,4500,Transfert reçu
T0006231,U0151,2025-11-12,Sortie,Mobile money,31000,Retrait
T0006232,U0151,2025-11-07,Sortie,Mobile money,23000,Transport
T0006233,U0151,2025-11-23,Sortie,Mobile money,33500,Retrait
T0006234,U0151,2025-11-03,Entrée,Mobile money,125500,Vente
T0006235,U0151,2025-11-18,Entrée,Cash,34000,Vente
T0006236,U0151,2025-12-24,Entrée,Mobile money,147000,Paiement client
T0006237,U0151,2025-12-15,Sortie,Mobile money,28500,Retrait
T0006238,U0151,2025-12-24,Sortie,Mobile money,44000,Retrait
T0006239,U0151,2025-12-20,Entrée,Mobile money,141000,Paiement client
T0006240,U0151,2025-12-10,Sortie,Mobile money,10000,Transfert envoyé
T0006241,U0151,2025-12-03,Sortie,Mobile money,45000,Transport
T0006242,U0151,2025-12-10,Entrée,Mobile money,107500,Dépôt
T0006243,U0151,2026-01-14,Entrée,Mobile money,121000,Paiement client
T0006244,U0151,2026-01-19,Sortie,Virement,15000,Transfert envoyé
T0006245,U0151,2026-03-18,Sortie,Mobile money,10000,Fournisseur
T0006246,U0151,2026-03-20,Entrée,Virement,6000,Transfert reçu
T0006247,U0151,2026-03-16,Sortie,Cash,43000,Transfert envoyé
T0006248,U0151,2026-04-08,Entrée,Virement,97500,Vente
T0006249,U0151,2026-04-02,Entrée,Mobile money,57500,Paiement client
T0006250,U0151,2026-04-24,Sortie,Cash,63000,Dépense activité
T0006251,U0151,2026-04-12,Sortie,Virement,36500,Retrait
T0006252,U0151,2026-05-16,Entrée,Mobile money,50000,Vente
T0006253,U0151,2026-05-08,Entrée,Cash,120500,Paiement client
T0006254,U0151,2026-06-16,Sortie,Virement,45500,Retrait
T0006255,U0151,2026-06-10,Sortie,Mobile money,35500,Transport
T0006256,U0152,2025-07-12,Entrée,Mobile money,108500,Vente
T0006257,U0152,2025-07-01,Sortie,Mobile money,2000,Retrait
T0006258,U0152,2025-07-07,Entrée,Mobile money,44500,Dépôt
T0006259,U0152,2025-07-06,Entrée,Mobile money,78000,Vente
T0006260,U0152,2025-07-06,Entrée,Mobile money,70500,Vente
T0006261,U0152,2025-08-17,Entrée,Mobile money,125500,Vente
T0006262,U0152,2025-08-06,Sortie,Cash,79000,Transfert envoyé
T0006263,U0152,2025-08-18,Entrée,Mobile money,67500,Paiement client
T0006264,U0152,2025-08-09,Entrée,Mobile money,131000,Vente
T0006265,U0152,2025-08-15,Entrée,Mobile money,33500,Vente
T0006266,U0152,2025-08-09,Entrée,Cash,93500,Transfert reçu
T0006267,U0152,2025-09-28,Entrée,Virement,80000,Dépôt
T0006268,U0152,2025-09-18,Sortie,Virement,72000,Transfert envoyé
T0006269,U0152,2025-09-06,Entrée,Virement,130500,Paiement client
T0006270,U0152,2025-09-10,Entrée,Mobile money,9000,Paiement client
T0006271,U0152,2025-09-21,Sortie,Mobile money,69000,Dépense activité
T0006272,U0152,2025-10-27,Entrée,Mobile money,35500,Dépôt
T0006273,U0152,2025-10-10,Entrée,Cash,126000,Dépôt
T0006274,U0152,2025-10-12,Sortie,Mobile money,79500,Transfert envoyé
T0006275,U0152,2025-10-08,Sortie,Mobile money,42000,Transport
T0006276,U0152,2025-10-14,Sortie,Mobile money,5000,Transport
T0006277,U0152,2026-01-25,Entrée,Cash,10000,Vente
T0006278,U0152,2026-01-25,Sortie,Mobile money,51500,Dépense activité
T0006279,U0152,2026-01-22,Sortie,Mobile money,63000,Fournisseur
T0006280,U0152,2026-01-18,Sortie,Mobile money,32500,Retrait
T0006281,U0152,2026-01-07,Entrée,Mobile money,125500,Transfert reçu
T0006282,U0152,2026-01-15,Sortie,Mobile money,16000,Retrait
T0006283,U0152,2026-01-28,Entrée,Mobile money,44000,Transfert reçu
T0006284,U0152,2026-02-28,Sortie,Cash,29500,Retrait
T0006285,U0152,2026-02-03,Entrée,Cash,77000,Transfert reçu
T0006286,U0152,2026-03-04,Sortie,Virement,66000,Dépense activité
T0006287,U0152,2026-03-26,Entrée,Mobile money,8000,Dépôt
T0006288,U0152,2026-05-06,Entrée,Virement,123000,Vente
T0006289,U0152,2026-06-05,Entrée,Cash,68500,Paiement client
T0006290,U0152,2026-06-08,Entrée,Mobile money,109500,Paiement client
T0006291,U0152,2026-06-07,Sortie,Mobile money,74500,Transport
T0006292,U0152,2026-06-10,Entrée,Cash,99000,Vente
T0006293,U0152,2026-06-03,Entrée,Virement,5000,Transfert reçu
T0006294,U0152,2026-06-18,Sortie,Mobile money,23000,Fournisseur
T0006295,U0152,2026-06-24,Entrée,Mobile money,108000,Transfert reçu
T0006296,U0153,2025-08-18,Sortie,Mobile money,59500,Retrait
T0006297,U0153,2025-08-27,Sortie,Mobile money,1500,Retrait
T0006298,U0153,2025-08-25,Entrée,Mobile money,132500,Transfert reçu
T0006299,U0153,2025-08-09,Entrée,Mobile money,17000,Dépôt
T0006300,U0153,2025-08-26,Sortie,Virement,53000,Dépense activité
T0006301,U0153,2025-08-27,Sortie,Mobile money,46500,Retrait
T0006302,U0153,2025-08-12,Entrée,Virement,25000,Vente
T0006303,U0153,2025-09-16,Entrée,Mobile money,115500,Dépôt
T0006304,U0153,2025-09-08,Entrée,Mobile money,148000,Paiement client
T0006305,U0153,2025-10-03,Sortie,Cash,35500,Dépense activité
T0006306,U0153,2025-10-23,Entrée,Mobile money,52500,Vente
T0006307,U0153,2025-11-11,Entrée,Mobile money,144500,Transfert reçu
T0006308,U0153,2025-12-06,Entrée,Cash,26000,Paiement client
